player_id,player_64_id,replay_id,hero,state,click_rate
104275965,76561198064541693,6191517140,6,0.0,0
104275965,76561198064541693,6191452713,6,0.0,0
104275965,76561198064541693,6191414888,6,0.0,0
104275965,76561198064541693,6191379668,6,0.0,0
104275965,76561198064541693,6191343823,6,0.0,0
104275965,76561198064541693,6191301762,6,0.0,0
104275965,76561198064541693,6191284008,6,0.0,0
104275965,76561198064541693,6191256104,6,0.0,0
104275965,76561198064541693,6190127498,6,0.0,0
104275965,76561198064541693,6190051618,6,0.0,0
104275965,76561198064541693,6190013492,6,0.0,0
104275965,76561198064541693,6189968758,6,0.0,0
104275965,76561198064541693,6189939043,6,0.0,0
104275965,76561198064541693,6189870406,6,0.0,0
104275965,76561198064541693,6189815919,6,0.0,0
104275965,76561198064541693,6189624971,6,0.0,0
104275965,76561198064541693,6188570574,6,0.0,0
104275965,76561198064541693,6187058409,6,0.0,0
104275965,76561198064541693,6186961454,6,0.0,0
104275965,76561198064541693,6186640062,6,0.0,0
104275965,76561198064541693,6186597010,6,0.0,0
104275965,76561198064541693,6186569391,6,0.0,0
104275965,76561198064541693,6185375938,6,0.0,0
104275965,76561198064541693,6185323977,6,0.0,0
104275965,76561198064541693,6185294157,6,0.0,0
104275965,76561198064541693,6185266369,6,0.0,0
104275965,76561198064541693,6185229040,6,0.0,0
104275965,76561198064541693,6185075347,6,0.0,0
104275965,76561198064541693,6185007861,6,0.0,0
104275965,76561198064541693,6184936193,6,0.0,0
104275965,76561198064541693,6184880933,6,0.0,0
104275965,76561198064541693,6183510877,6,0.0,0
104275965,76561198064541693,6181074403,6,0.0,0
211772087,76561198172037815,6191124113,113,0.0,0
211772087,76561198172037815,6190674718,113,0.0,0
211772087,76561198172037815,6190583917,113,0.0,0
211772087,76561198172037815,6188134452,113,0.0,0
211772087,76561198172037815,6187822269,113,0.0,0
211772087,76561198172037815,6187222569,113,0.0,0
211772087,76561198172037815,6187125349,113,0.0,0
211772087,76561198172037815,6185517629,113,0.0,0
211772087,76561198172037815,6185461747,113,0.0,0
211772087,76561198172037815,6185360222,113,0.0,0
211772087,76561198172037815,6185162053,113,0.0,0
211772087,76561198172037815,6185130510,113,0.0,0
211772087,76561198172037815,6185088731,113,0.0,0
211772087,76561198172037815,6185061908,113,0.0,0
211772087,76561198172037815,6184054499,113,0.0,0
211772087,76561198172037815,6184018459,113,0.0,0
211772087,76561198172037815,6183926548,113,0.0,0
211772087,76561198172037815,6183884870,113,0.0,0
211772087,76561198172037815,6182408821,113,0.0,0
211772087,76561198172037815,6182374544,113,0.0,0
211772087,76561198172037815,6181069258,113,0.0,0
211772087,76561198172037815,6181033883,113,0.0,0
211772087,76561198172037815,6179792709,113,0.0,0
211772087,76561198172037815,6179693498,113,0.0,0
211772087,76561198172037815,6179610791,113,0.0,0
211772087,76561198172037815,6179567775,113,0.0,0
211772087,76561198172037815,6178444850,113,0.0,0
211772087,76561198172037815,6178321394,113,0.0,0
211772087,76561198172037815,6178298129,113,0.0,0
211772087,76561198172037815,6178199432,113,0.0,0
211772087,76561198172037815,6178149856,113,0.0,0
260976364,76561198221242092,6190584987,91,0.0,0
260976364,76561198221242092,6189050025,91,0.0,0
260976364,76561198221242092,6188979555,91,0.0,0
260976364,76561198221242092,6188912988,91,0.0,0
260976364,76561198221242092,6187565031,91,0.0,0
260976364,76561198221242092,6187473354,91,0.0,0
260976364,76561198221242092,6187375423,91,0.0,0
260976364,76561198221242092,6187311533,91,0.0,0
260976364,76561198221242092,6185945783,91,0.0,0
260976364,76561198221242092,6185860933,91,0.0,0
260976364,76561198221242092,6185822870,91,0.0,0
260976364,76561198221242092,6185720472,91,0.0,0
260976364,76561198221242092,6185656136,91,0.0,0
260976364,76561198221242092,6184404620,91,0.0,0
260976364,76561198221242092,6184208252,91,0.0,0
260976364,76561198221242092,6183015263,91,0.0,0
260976364,76561198221242092,6182901489,91,0.0,0
260976364,76561198221242092,6182827136,91,0.0,0
260976364,76561198221242092,6182771313,91,0.0,0
260976364,76561198221242092,6181705090,91,0.0,0
260976364,76561198221242092,6181608127,91,0.0,0
260976364,76561198221242092,6181551093,91,0.0,0
260976364,76561198221242092,6181496950,91,0.0,0
260976364,76561198221242092,6181452507,91,0.0,0
260976364,76561198221242092,6181409381,91,0.0,0
260976364,76561198221242092,6181069790,91,0.0,0
260976364,76561198221242092,6181041196,91,0.0,0
260976364,76561198221242092,6180353787,91,0.0,0
260976364,76561198221242092,6180288106,91,0.0,0
260976364,76561198221242092,6180209291,91,0.0,0
260976364,76561198221242092,6180138130,91,0.0,0
260976364,76561198221242092,6180086789,91,0.0,0
260976364,76561198221242092,6179992089,91,0.0,0
260976364,76561198221242092,6179888829,91,0.0,0
116370874,76561198076636602,6190621654,94,0.0,0
116370874,76561198076636602,6190033204,94,0.0,0
116370874,76561198076636602,6189994631,94,0.0,0
116370874,76561198076636602,6188648023,94,0.0,0
116370874,76561198076636602,6188551620,94,0.0,0
116370874,76561198076636602,6188424436,94,0.0,0
116370874,76561198076636602,6188395533,94,0.0,0
116370874,76561198076636602,6187580220,94,0.0,0
116370874,76561198076636602,6184038921,94,0.0,0
116370874,76561198076636602,6183996588,94,0.0,0
116370874,76561198076636602,6183277190,94,0.0,0
116370874,76561198076636602,6181579160,94,0.0,0
116370874,76561198076636602,6181514823,94,0.0,0
116370874,76561198076636602,6180500483,94,0.0,0
116370874,76561198076636602,6180403683,94,0.0,0
116370874,76561198076636602,6180265312,94,0.0,0
116370874,76561198076636602,6180022811,94,0.0,0
116370874,76561198076636602,6179963844,94,0.0,0
116370874,76561198076636602,6179873888,94,0.0,0
116370874,76561198076636602,6179103764,94,0.0,0
116370874,76561198076636602,6178935624,94,0.0,0
116370874,76561198076636602,6178869616,94,0.0,0
