Tick,Hero,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,
22452,CDOTA_Unit_Hero_SkeletonKing,15859943,16777215,11157701,12124403,5390577,6029552,16777215,16777215,16777215
22454,CDOTA_Unit_Hero_Void_Spirit,10518737,15515851,5816525,16367824,7717080,8077518,16777215,16777215,16777215
22454,CDOTA_Unit_Hero_SandKing,8519882,14188794,16777215,16777215,16777215,16777215,16777215,16777215,16777215
22456,CDOTA_Unit_Hero_Void_Spirit,10518737,15515851,5816525,16367824,7717080,8077518,4588501,4424662,16777215
22456,CDOTA_Unit_Hero_DarkWillow,753911,11960569,13844718,7848168,524533,7012580,16777215,16777215,16777215
22456,CDOTA_Unit_Hero_Grimstroke,2146537,5423355,1032444,5849341,14090494,9191679,16777215,16777215,16777215
22458,CDOTA_Unit_Hero_Venomancer,4505861,950530,8863983,7651584,8093958,7323911,16777215,16777215,16777215
22458,CDOTA_Unit_Hero_CrystalMaiden,15565019,3719388,7045341,11878611,6226133,16416982,16777215,16777215,16777215
22460,CDOTA_Unit_Hero_Puck,11927752,8175811,13074628,14484478,5898439,16105666,7226367,16777215,16777215
22460,CDOTA_Unit_Hero_Mars,688354,12583141,16777215,16777215,16777215,16777215,16777215,16777215,16777215
22462,CDOTA_Unit_Hero_Nyx_Assassin,9093318,16777215,16777215,114889,1147087,16777215,16777215,16777215,16777215
22678,CDOTA_Unit_Hero_SandKing,8519882,14188794,9798166,16777215,16777215,16777215,16777215,16777215,16777215
22692,CDOTA_Unit_Hero_SandKing,8519882,14188794,9798166,10158615,16777215,16777215,16777215,16777215,16777215
22704,CDOTA_Unit_Hero_SandKing,8519882,14188794,9798166,10158615,15434264,16777215,16777215,16777215,16777215
22776,CDOTA_Unit_Hero_SandKing,8519882,14188794,16777215,10158615,15434264,16777215,16777215,16777215,16777215
22830,CDOTA_Unit_Hero_SandKing,8519882,14188794,16777215,16777215,15434264,16777215,16777215,16777215,16777215
22846,CDOTA_Unit_Hero_SandKing,8519882,14188794,6587031,16777215,15434264,16777215,16777215,16777215,16777215
22850,CDOTA_Unit_Hero_SandKing,8519882,14188794,6587031,4424344,15434264,16777215,16777215,16777215,16777215
22874,CDOTA_Unit_Hero_SandKing,8519882,14188794,6587031,4424344,15434264,3703449,16777215,16777215,16777215
22920,CDOTA_Unit_Hero_SandKing,8519882,4424344,6587031,14188794,15434264,3703449,16777215,16777215,16777215
22928,CDOTA_Unit_Hero_SandKing,8519882,15434264,6587031,14188794,4424344,3703449,16777215,16777215,16777215
22940,CDOTA_Unit_Hero_SandKing,8519882,15434264,3703449,14188794,4424344,6587031,16777215,16777215,16777215
23374,CDOTA_Unit_Hero_Void_Spirit,10518737,15515851,5816525,16367824,16777215,8077518,4588501,4424662,16777215
23448,CDOTA_Unit_Hero_Void_Spirit,10518737,15515851,5816525,16367824,4424662,8077518,4588501,16777215,16777215
23704,CDOTA_Unit_Hero_Mars,16777215,12583141,16777215,688354,16777215,16777215,16777215,16777215,16777215
25023,CDOTA_Unit_Hero_DarkWillow,753911,16777215,13844718,7848168,524533,7012580,16777215,16777215,16777215
25273,CDOTA_Unit_Hero_Mars,16777215,12583141,16777215,16777215,16777215,16777215,688354,16777215,16777215
25281,CDOTA_Unit_Hero_Mars,16777215,16777215,16777215,16777215,16777215,16777215,688354,12583141,16777215
25291,CDOTA_Unit_Hero_Void_Spirit,10518737,15515851,5816525,16367824,4424662,8077518,4588501,16777215,16777215
25295,CDOTA_Unit_Hero_Void_Spirit,10518737,15515851,5816525,16367824,4424662,8077518,4588501,16777215,16777215
25303,CDOTA_Unit_Hero_CrystalMaiden,15565019,3719388,7045341,11878611,16777215,16416982,16777215,16777215,16777215
25319,CDOTA_Unit_Hero_Mars,16777215,16777215,16777215,688354,16777215,16777215,16777215,12583141,16777215
25325,CDOTA_Unit_Hero_Mars,16777215,16777215,16777215,688354,12583141,16777215,16777215,16777215,16777215
25329,CDOTA_Unit_Hero_Nyx_Assassin,9093318,16777215,16777215,114889,1147087,16777215,16777215,16777215,16777215
