Tick,Hero,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,
21316,CDOTA_Unit_Hero_Morphling,1278205,11698443,5980417,12583160,10797318,16236810,16777215,16777215,16777215
21316,CDOTA_Unit_Hero_Void_Spirit,15433930,10911939,8569030,16285896,14237901,8044743,16777215,16777215,16777215
21318,CDOTA_Unit_Hero_Void_Spirit,15433930,10911939,8569030,16285896,14237901,8044743,2327525,4113382,16777215
21318,CDOTA_Unit_Hero_Beastmaster,491721,12419283,13107406,14467275,15483088,5537999,16777215,16777215,16777215
21318,CDOTA_Unit_Hero_Tusk,3752935,6570222,12927241,3899619,16417007,14975216,16777215,16777215,16777215
21318,CDOTA_Unit_Hero_Gyrocopter,8225027,540941,15892750,3129615,7160080,442641,16777215,16777215,16777215
21318,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,16777215,16777215,16777215,16777215
21320,CDOTA_Unit_Hero_Visage,15384810,9158891,1786103,475391,15171840,9093378,2949413,2785578,16777215
21320,CDOTA_Unit_Hero_Bristleback,3277099,10043622,1769666,5800177,12714215,6963464,1147105,16777215,16777215
21320,CDOTA_Unit_Hero_SandKing,5783798,16777215,16777215,5865705,16777215,16777215,16777215,16777215,16777215
21320,CDOTA_Unit_Hero_DarkWillow,13451513,5701856,9797861,8618194,852204,180461,15745237,13762810,16777215
21323,CDOTA_Unit_Hero_DarkWillow,9929172,5701856,9797861,8618194,852204,180461,15745237,16777215,16777215
21473,CDOTA_Unit_Hero_Visage,2949413,9158891,1786103,475391,15171840,9093378,15384810,2785578,16777215
21959,CDOTA_Unit_Hero_DarkWillow,13714107,5701856,9797861,8618194,852204,180461,15745237,16777215,16777215
21959,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,1475258,16777215,16777215,16777215
22248,CDOTA_Unit_Hero_Void_Spirit,15433930,10911939,8569030,16285896,16777215,8044743,2327525,4113382,16777215
22248,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,16777215,16777215,16777215,16777215
22286,CDOTA_Unit_Hero_Void_Spirit,15433930,10911939,8569030,16285896,4113382,8044743,2327525,16777215,16777215
22852,CDOTA_Unit_Hero_Bristleback,16777215,10043622,1769666,5800177,12714215,6963464,1147105,16777215,16777215
22904,CDOTA_Unit_Hero_Bristleback,1147105,10043622,1769666,5800177,12714215,6963464,16777215,16777215,16777215
23688,CDOTA_Unit_Hero_Visage,2949413,9158891,1786103,475391,15384810,9093378,15171840,2785578,16777215
24052,CDOTA_Unit_Hero_Void_Spirit,15433930,10911939,8569030,16285896,4113382,8044743,2327525,16777215,16777215
24056,CDOTA_Unit_Hero_Void_Spirit,15433930,10911939,8569030,16285896,4113382,8044743,2327525,16777215,16777215
24242,CDOTA_Unit_Hero_SandKing,5783798,16777215,16777215,5865705,16777215,16777215,16777215,16777215,16777215
24306,CDOTA_Unit_Hero_Tusk,3752935,6570222,16777215,3899619,16417007,14975216,16777215,16777215,16777215
24386,CDOTA_Unit_Hero_Tusk,16777215,6570222,3752935,3899619,16417007,14975216,16777215,16777215,16777215
24388,CDOTA_Unit_Hero_SandKing,5783798,16777215,16777215,5865705,16777215,16777215,16777215,16777215,16777215
24390,CDOTA_Unit_Hero_SandKing,5783798,16777215,16777215,5865705,16777215,16777215,16777215,16777215,16777215
24418,CDOTA_Unit_Hero_Beastmaster,491721,12419283,13107406,14467275,15483088,5537999,16777215,16777215,16777215
24434,CDOTA_Unit_Hero_Beastmaster,491721,12419283,13107406,14467275,15483088,5537999,16777215,16777215,16777215
24444,CDOTA_Unit_Hero_DarkWillow,13714107,5701856,9797861,8618194,852204,180461,15745237,16777215,16777215
24446,CDOTA_Unit_Hero_DarkWillow,13714107,5701856,9797861,8618194,852204,180461,15745237,16777215,16777215
24564,CDOTA_Unit_Hero_Visage,2949413,9158891,1786103,475391,15384810,9093378,15171840,2785578,16777215
24568,CDOTA_Unit_Hero_Visage,2949413,9158891,1786103,475391,15384810,9093378,15171840,2785578,16777215
24738,CDOTA_Unit_Hero_DarkWillow,16777215,5701856,9797861,8618194,852204,180461,15745237,16777215,16777215
24926,CDOTA_Unit_Hero_DarkWillow,15745237,5701856,9797861,8618194,852204,180461,16777215,16777215,16777215
24994,CDOTA_Unit_Hero_Void_Spirit,16777215,10911939,8569030,16285896,4113382,8044743,2327525,16777215,16777215
24998,CDOTA_Unit_Hero_Void_Spirit,16777215,10911939,8569030,16285896,16777215,8044743,2327525,16777215,16777215
25008,CDOTA_Unit_Hero_Void_Spirit,12665490,10911939,8569030,16285896,16777215,8044743,2327525,16777215,16777215
25032,CDOTA_Unit_Hero_Void_Spirit,12665490,10911939,8569030,16285896,2327525,8044743,16777215,16777215,16777215
25038,CDOTA_Unit_Hero_Void_Spirit,2327525,10911939,8569030,16285896,12665490,8044743,16777215,16777215,16777215
25472,CDOTA_Unit_Hero_Visage,2949413,9158891,1786103,16777215,15384810,9093378,15171840,2785578,16777215
25476,CDOTA_Unit_Hero_Visage,16777215,9158891,1786103,16777215,15384810,9093378,15171840,2785578,16777215
25498,CDOTA_Unit_Hero_Gyrocopter,8225027,540941,15892750,3129615,7160080,442641,16777215,16777215,16777215
25514,CDOTA_Unit_Hero_Visage,15171840,9158891,1786103,16777215,15384810,9093378,16777215,2785578,16777215
25522,CDOTA_Unit_Hero_Visage,15171840,9158891,1786103,2785578,15384810,9093378,16777215,16777215,16777215
25522,CDOTA_Unit_Hero_Gyrocopter,8225027,540941,15892750,3129615,7160080,442641,16777215,16777215,16777215
25526,CDOTA_Unit_Hero_Gyrocopter,8225027,540941,15892750,3129615,7160080,442641,16777215,16777215,16777215
25530,CDOTA_Unit_Hero_Morphling,1278205,16777215,5980417,12583160,10797318,16236810,16777215,16777215,16777215
25542,CDOTA_Unit_Hero_Visage,2785578,9158891,1786103,15171840,15384810,9093378,16777215,16777215,16777215
25544,CDOTA_Unit_Hero_Tusk,1360676,6570222,3752935,3899619,16417007,14975216,16777215,16777215,16777215
25548,CDOTA_Unit_Hero_SandKing,5783798,9650925,9945556,5865705,16777215,16777215,16777215,16777215,16777215
25570,CDOTA_Unit_Hero_Tusk,1360676,6570222,16777215,3899619,16417007,14975216,16777215,16777215,16777215
25660,CDOTA_Unit_Hero_Morphling,1278205,16777215,5980417,16777215,10797318,16236810,16777215,16777215,16777215
25670,CDOTA_Unit_Hero_Beastmaster,491721,12419283,13107406,14467275,15483088,5537999,16351728,16777215,16777215
25686,CDOTA_Unit_Hero_Visage,2785578,9158891,1786103,15171840,15384810,9093378,15893522,16777215,16777215
25858,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,12354286,16777215,16777215,16777215
25860,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,12354286,16777215,16777215,16777215
25876,CDOTA_Unit_Hero_Morphling,1278205,16777215,5980417,16777215,10797318,16236810,16777215,16777215,16777215
25898,CDOTA_Unit_Hero_Morphling,1278205,1918112,16777215,16777215,10797318,16777215,16777215,16777215,16777215
26142,CDOTA_Unit_Hero_SandKing,5783798,9650925,9945556,5865705,13092013,16777215,16777215,16777215,16777215
26178,CDOTA_Unit_Hero_Void_Spirit,2327525,10911939,8569030,16285896,12665490,8044743,16777215,16777215,16777215
26182,CDOTA_Unit_Hero_Void_Spirit,2327525,10911939,8569030,16285896,12665490,8044743,16777215,16777215,16777215
26188,CDOTA_Unit_Hero_Void_Spirit,2327525,10911939,8569030,16285896,12665490,8044743,16777215,16777215,16777215
26352,CDOTA_Unit_Hero_Visage,2785578,9158891,1786103,15171840,15384810,9093378,15893522,16777215,16777215
26478,CDOTA_Unit_Hero_Void_Spirit,2327525,10911939,8569030,16285896,8044743,12665490,16777215,16777215,16777215
26506,CDOTA_Unit_Hero_Visage,15893522,9158891,1786103,15171840,15384810,9093378,2785578,16777215,16777215
26664,CDOTA_Unit_Hero_SandKing,5783798,9650925,9945556,5865705,16777215,16777215,16777215,16777215,16777215
26834,CDOTA_Unit_Hero_Visage,15893522,9158891,1786103,15171840,15384810,9093378,2785578,16777215,16777215
26844,CDOTA_Unit_Hero_Visage,15893522,9158891,1786103,15171840,15384810,9093378,2785578,16777215,16777215
26908,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,12354286,16777215,16777215,16777215
26922,CDOTA_Unit_Hero_Visage,15893522,9158891,1786103,16777215,15384810,9093378,2785578,16777215,16777215
26922,CDOTA_Unit_Hero_Gyrocopter,8225027,540941,15892750,3129615,7160080,442641,230519,16777215,16777215
26992,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,12354286,16777215,16777215,16777215
27104,CDOTA_Unit_Hero_KeeperOfTheLight,3326172,2457828,5734622,6963423,2277572,12354286,16777215,16777215,16777215
27122,CDOTA_Unit_Hero_Beastmaster,16777215,12419283,13107406,14467275,15483088,5537999,16351728,16777215,16777215
27202,CDOTA_Unit_Hero_Visage,15893522,9158891,1786103,2785578,15384810,9093378,16777215,16777215,16777215
27206,CDOTA_Unit_Hero_Void_Spirit,2327525,10911939,7177504,16285896,2180282,12665490,16777215,16777215,16777215
27242,CDOTA_Unit_Hero_Void_Spirit,16777215,10911939,7177504,16285896,2180282,12665490,16777215,16777215,16777215
27254,CDOTA_Unit_Hero_Visage,15893522,9158891,1786103,2785578,15384810,9093378,16777215,16777215,16777215
27268,CDOTA_Unit_Hero_Visage,15893522,9158891,1786103,2785578,15384810,9093378,16777215,16777215,16777215
