Tick,Hero,Action
3579,CDOTA_Unit_Hero_Luna,M
3581,CDOTA_Unit_Hero_Luna,M
3595,CDOTA_Unit_Hero_Nevermore,M
3595,CDOTA_Unit_Hero_Nevermore,M
3597,CDOTA_Unit_Hero_DrowRanger,M
3601,CDOTA_Unit_Hero_Nevermore,M
3603,CDOTA_Unit_Hero_DrowRanger,M
3603,CDOTA_Unit_Hero_Nevermore,M
3605,CDOTA_Unit_Hero_Luna,M
3605,CDOTA_Unit_Hero_Luna,M
3607,CDOTA_Unit_Hero_DrowRanger,M
3607,CDOTA_Unit_Hero_Nevermore,M
3611,CDOTA_Unit_Hero_Nevermore,M
3611,CDOTA_Unit_Hero_Nevermore,M
3617,CDOTA_Unit_Hero_Nevermore,M
3619,CDOTA_Unit_Hero_Nevermore,M
3619,CDOTA_Unit_Hero_Legion_Commander,M
3619,CDOTA_Unit_Hero_Legion_Commander,M
3623,CDOTA_Unit_Hero_Legion_Commander,M
3625,CDOTA_Unit_Hero_Nevermore,M
3625,CDOTA_Unit_Hero_Nevermore,M
3629,CDOTA_Unit_Hero_Nevermore,M
3629,CDOTA_Unit_Hero_Legion_Commander,M
3629,CDOTA_Unit_Hero_Pangolier,M
3631,CDOTA_Unit_Hero_Legion_Commander,M
3633,CDOTA_Unit_Hero_DrowRanger,M
3633,CDOTA_Unit_Hero_Abaddon,M
3635,CDOTA_Unit_Hero_Nevermore,M
3635,CDOTA_Unit_Hero_Nevermore,M
3635,CDOTA_Unit_Hero_Pangolier,M
3639,CDOTA_Unit_Hero_DrowRanger,M
3639,CDOTA_Unit_Hero_Nevermore,M
3641,CDOTA_Unit_Hero_Abaddon,M
3643,CDOTA_Unit_Hero_Legion_Commander,M
3643,CDOTA_Unit_Hero_DrowRanger,M
3643,CDOTA_Unit_Hero_Nevermore,M
3643,CDOTA_Unit_Hero_Nevermore,M
3645,CDOTA_Unit_Hero_Legion_Commander,M
3645,CDOTA_Unit_Hero_Abaddon,M
3647,CDOTA_Unit_Hero_Legion_Commander,M
3649,CDOTA_Unit_Hero_Legion_Commander,M
3649,CDOTA_Unit_Hero_DrowRanger,M
3651,CDOTA_Unit_Hero_Void_Spirit,M
3651,CDOTA_Unit_Hero_Void_Spirit,M
3651,CDOTA_Unit_Hero_Abaddon,M
3653,CDOTA_Unit_Hero_Legion_Commander,M
3655,CDOTA_Unit_Hero_Legion_Commander,M
3655,CDOTA_Unit_Hero_Void_Spirit,M
3655,CDOTA_Unit_Hero_Void_Spirit,M
3657,CDOTA_Unit_Hero_Void_Spirit,M
3659,CDOTA_Unit_Hero_Legion_Commander,M
3659,CDOTA_Unit_Hero_Legion_Commander,M
3659,CDOTA_Unit_Hero_Abaddon,M
3661,CDOTA_Unit_Hero_Void_Spirit,M
3665,CDOTA_Unit_Hero_Luna,M
3665,CDOTA_Unit_Hero_Luna,M
3667,CDOTA_Unit_Hero_DrowRanger,M
3667,CDOTA_Unit_Hero_Abaddon,M
3673,CDOTA_Unit_Hero_DrowRanger,M
3675,CDOTA_Unit_Hero_Abaddon,M
3685,CDOTA_Unit_Hero_Abaddon,M
3701,CDOTA_Unit_Hero_Abaddon,M
3703,CDOTA_Unit_Hero_DrowRanger,M
3707,CDOTA_Unit_Hero_DrowRanger,M
3707,CDOTA_Unit_Hero_Abaddon,M
3723,CDOTA_Unit_Hero_Abaddon,M
3735,CDOTA_Unit_Hero_Abaddon,M
3741,CDOTA_Unit_Hero_Abaddon,M
3751,CDOTA_Unit_Hero_Abaddon,M
3751,CDOTA_Unit_Hero_Pangolier,M
3757,CDOTA_Unit_Hero_Pangolier,M
3775,CDOTA_Unit_Hero_Pangolier,M
3787,CDOTA_Unit_Hero_Legion_Commander,M
3787,CDOTA_Unit_Hero_Legion_Commander,M
3791,CDOTA_Unit_Hero_Legion_Commander,M
3793,CDOTA_Unit_Hero_Legion_Commander,M
3797,CDOTA_Unit_Hero_Abaddon,M
3805,CDOTA_Unit_Hero_Abaddon,M
3813,CDOTA_Unit_Hero_Pangolier,M
3819,CDOTA_Unit_Hero_Pangolier,M
3823,CDOTA_Unit_Hero_Abaddon,M
3839,CDOTA_Unit_Hero_Abaddon,M
