Tick,Hero,Action
4343,CDOTA_Unit_Hero_Tinker,M
4345,CDOTA_Unit_Hero_Tinker,M
4347,CDOTA_Unit_Hero_Tinker,M
4347,CDOTA_Unit_Hero_Tinker,M
4349,CDOTA_Unit_Hero_Pudge,M
4351,CDOTA_Unit_Hero_Pudge,M
4351,CDOTA_Unit_Hero_Tinker,M
4353,CDOTA_Unit_Hero_Tinker,M
4355,CDOTA_Unit_Hero_Pudge,M
4355,CDOTA_Unit_Hero_Pudge,M
4355,CDOTA_Unit_Hero_Tinker,M
4355,CDOTA_Unit_Hero_Tinker,M
4359,CDOTA_Unit_Hero_Pudge,M
4359,CDOTA_Unit_Hero_PhantomLancer,M
4361,CDOTA_Unit_Hero_Pudge,M
4361,CDOTA_Unit_Hero_PhantomLancer,M
4365,CDOTA_Unit_Hero_Morphling,M
4365,CDOTA_Unit_Hero_Morphling,M
4365,CDOTA_Unit_Hero_Pudge,M
4365,CDOTA_Unit_Hero_Pudge,M
4365,CDOTA_Unit_Hero_PhantomLancer,M
4367,CDOTA_Unit_Hero_PhantomLancer,M
4371,CDOTA_Unit_Hero_Pudge,M
4371,CDOTA_Unit_Hero_Morphling,M
4371,CDOTA_Unit_Hero_Morphling,M
4371,CDOTA_Unit_Hero_Pudge,M
4373,CDOTA_Unit_Hero_BountyHunter,M
4373,CDOTA_Unit_Hero_BountyHunter,M
4375,CDOTA_Unit_Hero_PhantomLancer,M
4375,CDOTA_Unit_Hero_PhantomLancer,M
4375,CDOTA_Unit_Hero_Tinker,M
4377,CDOTA_Unit_Hero_Pudge,M
4377,CDOTA_Unit_Hero_Pudge,M
4377,CDOTA_Unit_Hero_Tinker,M
4381,CDOTA_Unit_Hero_Tinker,M
4381,CDOTA_Unit_Hero_Tinker,M
4383,CDOTA_Unit_Hero_Morphling,M
4383,CDOTA_Unit_Hero_Morphling,M
4385,CDOTA_Unit_Hero_BountyHunter,M
4385,CDOTA_Unit_Hero_BountyHunter,M
4389,CDOTA_Unit_Hero_BountyHunter,M
4391,CDOTA_Unit_Hero_PhantomLancer,M
4391,CDOTA_Unit_Hero_Pudge,M
4391,CDOTA_Unit_Hero_PhantomLancer,M
4393,CDOTA_Unit_Hero_Pudge,M
4395,CDOTA_Unit_Hero_PhantomLancer,M
4395,CDOTA_Unit_Hero_PhantomLancer,M
4397,CDOTA_Unit_Hero_Nevermore,M
4397,CDOTA_Unit_Hero_Pudge,M
4397,CDOTA_Unit_Hero_Pudge,M
4401,CDOTA_Unit_Hero_BountyHunter,M
4401,CDOTA_Unit_Hero_Nevermore,M
4401,CDOTA_Unit_Hero_PhantomLancer,M
4401,CDOTA_Unit_Hero_BountyHunter,M
4403,CDOTA_Unit_Hero_Pudge,M
4403,CDOTA_Unit_Hero_Pudge,M
4405,CDOTA_Unit_Hero_BountyHunter,M
