Tick,Hero,Action
3269,CDOTA_Unit_Hero_Pudge,M
3271,CDOTA_Unit_Hero_Pudge,M
3287,CDOTA_Unit_Hero_Pudge,M
3291,CDOTA_Unit_Hero_Pudge,M
3295,CDOTA_Unit_Hero_Pudge,M
3299,CDOTA_Unit_Hero_PhantomAssassin,M
3301,CDOTA_Unit_Hero_PhantomAssassin,M
3303,CDOTA_Unit_Hero_Pudge,M
3307,CDOTA_Unit_Hero_Pudge,M
3317,CDOTA_Unit_Hero_Pudge,M
3323,CDOTA_Unit_Hero_Pudge,M
3323,CDOTA_Unit_Hero_PhantomAssassin,M
3325,CDOTA_Unit_Hero_PhantomAssassin,M
3331,CDOTA_Unit_Hero_Pudge,M
3339,CDOTA_Unit_Hero_Lina,M
3339,CDOTA_Unit_Hero_Lina,M
3339,CDOTA_Unit_Hero_Oracle,M
3341,CDOTA_Unit_Hero_Silencer,M
3343,CDOTA_Unit_Hero_Abaddon,M
3347,CDOTA_Unit_Hero_Pudge,M
3347,CDOTA_Unit_Hero_Oracle,M
3347,CDOTA_Unit_Hero_Abaddon,M
3349,CDOTA_Unit_Hero_Silencer,M
3353,CDOTA_Unit_Hero_Pudge,M
3353,CDOTA_Unit_Hero_Oracle,M
3355,CDOTA_Unit_Hero_Alchemist,M
3359,CDOTA_Unit_Hero_Alchemist,M
3359,CDOTA_Unit_Hero_Pudge,M
3361,CDOTA_Unit_Hero_Abaddon,M
3365,CDOTA_Unit_Hero_Silencer,M
3369,CDOTA_Unit_Hero_Abaddon,M
3369,CDOTA_Unit_Hero_Nevermore,M
3371,CDOTA_Unit_Hero_Oracle,M
3377,CDOTA_Unit_Hero_Nevermore,M
3379,CDOTA_Unit_Hero_Oracle,M
3379,CDOTA_Unit_Hero_PhantomAssassin,M
3379,CDOTA_Unit_Hero_Lina,M
3379,CDOTA_Unit_Hero_Alchemist,A
3379,CDOTA_Unit_Hero_PhantomAssassin,M
3381,CDOTA_Unit_Hero_Lina,M
3383,CDOTA_Unit_Hero_Alchemist,A
3383,CDOTA_Unit_Hero_Silencer,M
3383,CDOTA_Unit_Hero_Nevermore,M
3387,CDOTA_Unit_Hero_Oracle,M
3391,CDOTA_Unit_Hero_Alchemist,A
3395,CDOTA_Unit_Hero_Oracle,M
3395,CDOTA_Unit_Hero_Nevermore,M
3397,CDOTA_Unit_Hero_Alchemist,M
3399,CDOTA_Unit_Hero_Nevermore,M
3401,CDOTA_Unit_Hero_Alchemist,M
3401,CDOTA_Unit_Hero_Silencer,M
3401,CDOTA_Unit_Hero_Oracle,M
3409,CDOTA_Unit_Hero_Lina,M
3409,CDOTA_Unit_Hero_Oracle,M
3411,CDOTA_Unit_Hero_Silencer,M
3411,CDOTA_Unit_Hero_Lina,M
3415,CDOTA_Unit_Hero_Lina,M
3415,CDOTA_Unit_Hero_Lina,M
3417,CDOTA_Unit_Hero_Lina,M
3417,CDOTA_Unit_Hero_Oracle,M
3425,CDOTA_Unit_Hero_Oracle,M
3431,CDOTA_Unit_Hero_Pudge,M
3431,CDOTA_Unit_Hero_Silencer,M
3431,CDOTA_Unit_Hero_Oracle,M
3435,CDOTA_Unit_Hero_Alchemist,M
3437,CDOTA_Unit_Hero_Pudge,M
3441,CDOTA_Unit_Hero_Abaddon,M
3443,CDOTA_Unit_Hero_Alchemist,M
3447,CDOTA_Unit_Hero_Abaddon,M
3451,CDOTA_Unit_Hero_Pudge,M
3475,CDOTA_Unit_Hero_Lina,M
3477,CDOTA_Unit_Hero_Lina,M
3477,CDOTA_Unit_Hero_Lina,M
3477,CDOTA_Unit_Hero_Alchemist,M
3481,CDOTA_Unit_Hero_Lina,M
3481,CDOTA_Unit_Hero_Lina,M
3483,CDOTA_Unit_Hero_Alchemist,M
3487,CDOTA_Unit_Hero_Abaddon,M
3487,CDOTA_Unit_Hero_Lina,M
3489,CDOTA_Unit_Hero_Lina,M
3489,CDOTA_Unit_Hero_Pudge,M
3491,CDOTA_Unit_Hero_Lina,M
3493,CDOTA_Unit_Hero_Lina,M
3497,CDOTA_Unit_Hero_Abaddon,M
3497,CDOTA_Unit_Hero_Silencer,M
3507,CDOTA_Unit_Hero_Abaddon,M
3509,CDOTA_Unit_Hero_Lina,M
3509,CDOTA_Unit_Hero_Lina,M
3513,CDOTA_Unit_Hero_Lina,M
3513,CDOTA_Unit_Hero_Lina,M
3513,CDOTA_Unit_Hero_PhantomAssassin,M
3515,CDOTA_Unit_Hero_PhantomAssassin,M
3517,CDOTA_Unit_Hero_Alchemist,M
3519,CDOTA_Unit_Hero_Lina,M
3521,CDOTA_Unit_Hero_Lina,M
3521,CDOTA_Unit_Hero_Alchemist,M
3523,CDOTA_Unit_Hero_Lina,M
3523,CDOTA_Unit_Hero_Lina,M
3527,CDOTA_Unit_Hero_PhantomAssassin,M
3527,CDOTA_Unit_Hero_PhantomAssassin,M
3537,CDOTA_Unit_Hero_Alchemist,M
3545,CDOTA_Unit_Hero_Alchemist,M
3571,CDOTA_Unit_Hero_Lina,M
3571,CDOTA_Unit_Hero_Lina,M
3579,CDOTA_Unit_Hero_Abaddon,M
3579,CDOTA_Unit_Hero_Alchemist,M
3585,CDOTA_Unit_Hero_Lina,M
