Tick,Hero,Action
4356,CDOTA_Unit_Hero_Lion,M
4364,CDOTA_Unit_Hero_Lion,M
4366,CDOTA_Unit_Hero_Lion,M
4370,CDOTA_Unit_Hero_Invoker,M
4370,CDOTA_Unit_Hero_Invoker,M
4374,CDOTA_Unit_Hero_Lion,M
4376,CDOTA_Unit_Hero_Invoker,M
4376,CDOTA_Unit_Hero_Mirana,M
4378,CDOTA_Unit_Hero_Invoker,M
4380,CDOTA_Unit_Hero_Mirana,M
4384,CDOTA_Unit_Hero_Lion,M
4386,CDOTA_Unit_Hero_Lycan,M
4388,CDOTA_Unit_Hero_Lion,M
4390,CDOTA_Unit_Hero_Lycan,M
4392,CDOTA_Unit_Hero_Mirana,M
4398,CDOTA_Unit_Hero_Mirana,M
4400,CDOTA_Unit_Hero_PhantomLancer,M
4402,CDOTA_Unit_Hero_Lion,M
4404,CDOTA_Unit_Hero_Mirana,M
4408,CDOTA_Unit_Hero_Lion,M
4408,CDOTA_Unit_Hero_Mirana,M
4412,CDOTA_Unit_Hero_Lycan,M
4414,CDOTA_Unit_Hero_Mirana,M
4416,CDOTA_Unit_Hero_CrystalMaiden,M
4416,CDOTA_Unit_Hero_PhantomLancer,M
4418,CDOTA_Unit_Hero_Mirana,M
4420,CDOTA_Unit_Hero_Invoker,M
4420,CDOTA_Unit_Hero_Invoker,M
4424,CDOTA_Unit_Hero_Mirana,M
4426,CDOTA_Unit_Hero_Invoker,M
4428,CDOTA_Unit_Hero_Invoker,M
4428,CDOTA_Unit_Hero_PhantomLancer,M
4434,CDOTA_Unit_Hero_Lycan,M
4434,CDOTA_Unit_Hero_Mirana,M
4438,CDOTA_Unit_Hero_Mirana,M
4440,CDOTA_Unit_Hero_Lycan,M
4440,CDOTA_Unit_Hero_PhantomLancer,M
4444,CDOTA_Unit_Hero_Mirana,M
4450,CDOTA_Unit_Hero_Mirana,M
4452,CDOTA_Unit_Hero_PhantomLancer,M
4454,CDOTA_Unit_Hero_Mirana,M
4458,CDOTA_Unit_Hero_Lycan,M
4462,CDOTA_Unit_Hero_PhantomLancer,M
4464,CDOTA_Unit_Hero_Lycan,M
4466,CDOTA_Unit_Hero_Mirana,M
4472,CDOTA_Unit_Hero_Mirana,M
4472,CDOTA_Unit_Hero_Lycan,M
4474,CDOTA_Unit_Hero_PhantomLancer,M
4476,CDOTA_Unit_Hero_Mirana,M
4482,CDOTA_Unit_Hero_Lion,M
4482,CDOTA_Unit_Hero_PhantomLancer,M
4482,CDOTA_Unit_Hero_Mirana,M
4484,CDOTA_Unit_Hero_Lycan,M
4484,CDOTA_Unit_Hero_CrystalMaiden,M
4486,CDOTA_Unit_Hero_Invoker,M
4486,CDOTA_Unit_Hero_Invoker,M
4486,CDOTA_Unit_Hero_PhantomLancer,M
4488,CDOTA_Unit_Hero_Mirana,M
4490,CDOTA_Unit_Hero_Lion,M
4492,CDOTA_Unit_Hero_PhantomLancer,M
4494,CDOTA_Unit_Hero_Mirana,M
4498,CDOTA_Unit_Hero_Mirana,M
4502,CDOTA_Unit_Hero_Invoker,M
4504,CDOTA_Unit_Hero_Lion,M
4504,CDOTA_Unit_Hero_Mirana,M
4504,CDOTA_Unit_Hero_Invoker,M
4506,CDOTA_Unit_Hero_Lion,M
4514,CDOTA_Unit_Hero_Mirana,M
4516,CDOTA_Unit_Hero_Ursa,M
4516,CDOTA_Unit_Hero_Ursa,M
4518,CDOTA_Unit_Hero_Lycan,M
4524,CDOTA_Unit_Hero_Lycan,M
