Tick,Hero,Action
4795,CDOTA_Unit_Hero_StormSpirit,M
4795,CDOTA_Unit_Hero_Tinker,M
4799,CDOTA_Unit_Hero_Tinker,M
4809,CDOTA_Unit_Hero_Tinker,M
4815,CDOTA_Unit_Hero_Tinker,M
4819,CDOTA_Unit_Hero_Tinker,M
4825,CDOTA_Unit_Hero_StormSpirit,A
4831,CDOTA_Unit_Hero_StormSpirit,M
4841,CDOTA_Unit_Hero_Naga_Siren,M
4841,CDOTA_Unit_Hero_Naga_Siren,M
4845,CDOTA_Unit_Hero_Tinker,M
4845,CDOTA_Unit_Hero_Naga_Siren,M
4847,CDOTA_Unit_Hero_Abaddon,M
4849,CDOTA_Unit_Hero_Tinker,M
4853,CDOTA_Unit_Hero_StormSpirit,M
4853,CDOTA_Unit_Hero_Abaddon,M
4857,CDOTA_Unit_Hero_Tinker,A
4857,CDOTA_Unit_Hero_StormSpirit,A
4859,CDOTA_Unit_Hero_Abaddon,M
4861,CDOTA_Unit_Hero_Tinker,A
4861,CDOTA_Unit_Hero_StormSpirit,M
4863,CDOTA_Unit_Hero_Naga_Siren,M
4863,CDOTA_Unit_Hero_Naga_Siren,M
4865,CDOTA_Unit_Hero_Tinker,M
4865,CDOTA_Unit_Hero_Tidehunter,M
4867,CDOTA_Unit_Hero_Tidehunter,M
4867,CDOTA_Unit_Hero_StormSpirit,M
4867,CDOTA_Unit_Hero_Naga_Siren,M
4869,CDOTA_Unit_Hero_Naga_Siren,M
4869,CDOTA_Unit_Hero_Tidehunter,M
4871,CDOTA_Unit_Hero_Pudge,M
4871,CDOTA_Unit_Hero_Tidehunter,M
4873,CDOTA_Unit_Hero_Tinker,M
4873,CDOTA_Unit_Hero_Abaddon,M
4875,CDOTA_Unit_Hero_StormSpirit,M
4879,CDOTA_Unit_Hero_Slark,M
4879,CDOTA_Unit_Hero_Pudge,M
4879,CDOTA_Unit_Hero_Tinker,M
4879,CDOTA_Unit_Hero_StormSpirit,M
4879,CDOTA_Unit_Hero_Abaddon,M
4881,CDOTA_Unit_Hero_Tidehunter,M
4883,CDOTA_Unit_Hero_Tinker,M
4883,CDOTA_Unit_Hero_Tidehunter,M
4885,CDOTA_Unit_Hero_Slark,M
4885,CDOTA_Unit_Hero_Pudge,M
4885,CDOTA_Unit_Hero_StormSpirit,M
4891,CDOTA_Unit_Hero_StormSpirit,M
4891,CDOTA_Unit_Hero_Slark,M
4891,CDOTA_Unit_Hero_Pudge,M
4893,CDOTA_Unit_Hero_Abaddon,M
4897,CDOTA_Unit_Hero_Slark,A
4897,CDOTA_Unit_Hero_StormSpirit,M
4899,CDOTA_Unit_Hero_Pudge,M
4901,CDOTA_Unit_Hero_Pudge,M
4903,CDOTA_Unit_Hero_Slark,M
4903,CDOTA_Unit_Hero_Tinker,M
4907,CDOTA_Unit_Hero_Pudge,M
4909,CDOTA_Unit_Hero_Tinker,M
4909,CDOTA_Unit_Hero_Slark,M
4909,CDOTA_Unit_Hero_Abaddon,M
4911,CDOTA_Unit_Hero_Pudge,M
4913,CDOTA_Unit_Hero_StormSpirit,M
4913,CDOTA_Unit_Hero_Slark,M
4915,CDOTA_Unit_Hero_Tidehunter,M
4917,CDOTA_Unit_Hero_Tidehunter,M
4917,CDOTA_Unit_Hero_Abaddon,M
4919,CDOTA_Unit_Hero_Slark,M
4919,CDOTA_Unit_Hero_StormSpirit,M
4923,CDOTA_Unit_Hero_Naga_Siren,M
4923,CDOTA_Unit_Hero_Slark,M
4923,CDOTA_Unit_Hero_Pudge,M
4923,CDOTA_Unit_Hero_Naga_Siren,M
4927,CDOTA_Unit_Hero_Naga_Siren,M
4927,CDOTA_Unit_Hero_Naga_Siren,M
4929,CDOTA_Unit_Hero_Pudge,M
4931,CDOTA_Unit_Hero_Naga_Siren,M
4931,CDOTA_Unit_Hero_Naga_Siren,M
4931,CDOTA_Unit_Hero_Abaddon,M
4935,CDOTA_Unit_Hero_Pudge,M
4935,CDOTA_Unit_Hero_StormSpirit,M
4935,CDOTA_Unit_Hero_Naga_Siren,M
4939,CDOTA_Unit_Hero_Abaddon,M
4939,CDOTA_Unit_Hero_Tinker,M
4939,CDOTA_Unit_Hero_Naga_Siren,M
4941,CDOTA_Unit_Hero_Tidehunter,M
4941,CDOTA_Unit_Hero_Tidehunter,M
4943,CDOTA_Unit_Hero_Pudge,M
4945,CDOTA_Unit_Hero_Tinker,M
4945,CDOTA_Unit_Hero_Tidehunter,M
4945,CDOTA_Unit_Hero_Tidehunter,M
4949,CDOTA_Unit_Hero_Pudge,M
4953,CDOTA_Unit_Hero_Naga_Siren,M
4955,CDOTA_Unit_Hero_Naga_Siren,M
4955,CDOTA_Unit_Hero_Abaddon,M
4955,CDOTA_Unit_Hero_Pudge,M
4957,CDOTA_Unit_Hero_Naga_Siren,M
4959,CDOTA_Unit_Hero_Abaddon,M
4961,CDOTA_Unit_Hero_Naga_Siren,M
4963,CDOTA_Unit_Hero_Tinker,M
4965,CDOTA_Unit_Hero_Naga_Siren,M
4969,CDOTA_Unit_Hero_Naga_Siren,M
4973,CDOTA_Unit_Hero_Pudge,M
4975,CDOTA_Unit_Hero_Tinker,M
4975,CDOTA_Unit_Hero_Naga_Siren,M
4975,CDOTA_Unit_Hero_StormSpirit,M
4979,CDOTA_Unit_Hero_Naga_Siren,M
4979,CDOTA_Unit_Hero_Naga_Siren,M
4979,CDOTA_Unit_Hero_Tinker,M
4979,CDOTA_Unit_Hero_Pudge,M
4979,CDOTA_Unit_Hero_StormSpirit,M
4983,CDOTA_Unit_Hero_StormSpirit,M
4991,CDOTA_Unit_Hero_Tinker,M
4995,CDOTA_Unit_Hero_StormSpirit,M
4999,CDOTA_Unit_Hero_StormSpirit,M
5003,CDOTA_Unit_Hero_Tinker,A
5009,CDOTA_Unit_Hero_Tinker,A
5011,CDOTA_Unit_Hero_Pudge,M
5013,CDOTA_Unit_Hero_Tinker,M
5017,CDOTA_Unit_Hero_Pudge,M
5021,CDOTA_Unit_Hero_Pudge,M
5021,CDOTA_Unit_Hero_Magnataur,M
5021,CDOTA_Unit_Hero_Abaddon,M
5029,CDOTA_Unit_Hero_Magnataur,M
5029,CDOTA_Unit_Hero_Abaddon,M
5033,CDOTA_Unit_Hero_Lion,M
5033,CDOTA_Unit_Hero_Tinker,A
5033,CDOTA_Unit_Hero_Magnataur,A
5035,CDOTA_Unit_Hero_Pudge,M
5037,CDOTA_Unit_Hero_Naga_Siren,M
5039,CDOTA_Unit_Hero_Magnataur,A
5039,CDOTA_Unit_Hero_Pudge,M
5039,CDOTA_Unit_Hero_StormSpirit,M
5039,CDOTA_Unit_Hero_Naga_Siren,M
5039,CDOTA_Unit_Hero_Lion,M
5043,CDOTA_Unit_Hero_Naga_Siren,M
5043,CDOTA_Unit_Hero_Naga_Siren,M
5045,CDOTA_Unit_Hero_Magnataur,M
5045,CDOTA_Unit_Hero_StormSpirit,M
5051,CDOTA_Unit_Hero_Tinker,M
5051,CDOTA_Unit_Hero_Magnataur,M
5051,CDOTA_Unit_Hero_Naga_Siren,M
5051,CDOTA_Unit_Hero_Skywrath_Mage,M
5051,CDOTA_Unit_Hero_StormSpirit,M
5051,CDOTA_Unit_Hero_Naga_Siren,M
5055,CDOTA_Unit_Hero_Naga_Siren,M
5055,CDOTA_Unit_Hero_Naga_Siren,M
5057,CDOTA_Unit_Hero_Magnataur,M
5061,CDOTA_Unit_Hero_Pudge,M
5061,CDOTA_Unit_Hero_Naga_Siren,M
5061,CDOTA_Unit_Hero_Naga_Siren,M
5065,CDOTA_Unit_Hero_Skywrath_Mage,M
5067,CDOTA_Unit_Hero_Pudge,M
5069,CDOTA_Unit_Hero_Tidehunter,M
5069,CDOTA_Unit_Hero_Tidehunter,M
5071,CDOTA_Unit_Hero_Pudge,M
5073,CDOTA_Unit_Hero_Tidehunter,M
5073,CDOTA_Unit_Hero_Skywrath_Mage,M
5073,CDOTA_Unit_Hero_Tidehunter,M
5079,CDOTA_Unit_Hero_StormSpirit,M
5089,CDOTA_Unit_Hero_Pudge,M
5091,CDOTA_Unit_Hero_Tidehunter,M
5091,CDOTA_Unit_Hero_Tidehunter,M
5093,CDOTA_Unit_Hero_Slark,M
5095,CDOTA_Unit_Hero_StormSpirit,M
5095,CDOTA_Unit_Hero_Tidehunter,M
5097,CDOTA_Unit_Hero_Tidehunter,M
5099,CDOTA_Unit_Hero_Slark,M
5099,CDOTA_Unit_Hero_Naga_Siren,M
5099,CDOTA_Unit_Hero_Naga_Siren,M
5101,CDOTA_Unit_Hero_Tinker,A
5101,CDOTA_Unit_Hero_Lion,M
5101,CDOTA_Unit_Hero_Tidehunter,M
5103,CDOTA_Unit_Hero_Tidehunter,M
5103,CDOTA_Unit_Hero_Skywrath_Mage,M
5105,CDOTA_Unit_Hero_Tinker,A
5105,CDOTA_Unit_Hero_StormSpirit,M
5107,CDOTA_Unit_Hero_Slark,M
5107,CDOTA_Unit_Hero_Skywrath_Mage,M
5107,CDOTA_Unit_Hero_Lion,M
5111,CDOTA_Unit_Hero_Naga_Siren,M
5111,CDOTA_Unit_Hero_Naga_Siren,M
5119,CDOTA_Unit_Hero_Lion,M
5121,CDOTA_Unit_Hero_StormSpirit,M
5121,CDOTA_Unit_Hero_Pudge,M
5123,CDOTA_Unit_Hero_Lion,M
5127,CDOTA_Unit_Hero_Tinker,M
5127,CDOTA_Unit_Hero_Slark,M
5127,CDOTA_Unit_Hero_Magnataur,A
5127,CDOTA_Unit_Hero_StormSpirit,M
5127,CDOTA_Unit_Hero_Lion,M
5131,CDOTA_Unit_Hero_Pudge,M
5133,CDOTA_Unit_Hero_Tinker,M
5133,CDOTA_Unit_Hero_Magnataur,M
5137,CDOTA_Unit_Hero_Pudge,M
5137,CDOTA_Unit_Hero_Tinker,M
5141,CDOTA_Unit_Hero_StormSpirit,M
5141,CDOTA_Unit_Hero_Naga_Siren,M
5141,CDOTA_Unit_Hero_Naga_Siren,M
5143,CDOTA_Unit_Hero_Slark,M
5147,CDOTA_Unit_Hero_StormSpirit,M
5149,CDOTA_Unit_Hero_Slark,M
5149,CDOTA_Unit_Hero_Magnataur,M
5151,CDOTA_Unit_Hero_Tidehunter,M
5151,CDOTA_Unit_Hero_Tidehunter,M
5153,CDOTA_Unit_Hero_Lion,M
5153,CDOTA_Unit_Hero_Slark,M
5155,CDOTA_Unit_Hero_Magnataur,M
5155,CDOTA_Unit_Hero_Tidehunter,M
5155,CDOTA_Unit_Hero_Tidehunter,M
5179,CDOTA_Unit_Hero_Skywrath_Mage,M
5183,CDOTA_Unit_Hero_Tidehunter,M
5183,CDOTA_Unit_Hero_Tidehunter,M
5183,CDOTA_Unit_Hero_StormSpirit,M
5185,CDOTA_Unit_Hero_Skywrath_Mage,M
5185,CDOTA_Unit_Hero_Naga_Siren,M
5185,CDOTA_Unit_Hero_Naga_Siren,M
5187,CDOTA_Unit_Hero_Tidehunter,M
5187,CDOTA_Unit_Hero_Tidehunter,M
5189,CDOTA_Unit_Hero_StormSpirit,M
5193,CDOTA_Unit_Hero_StormSpirit,M
5197,CDOTA_Unit_Hero_Naga_Siren,M
5197,CDOTA_Unit_Hero_Naga_Siren,M
5213,CDOTA_Unit_Hero_Tidehunter,M
5213,CDOTA_Unit_Hero_Tidehunter,M
5217,CDOTA_Unit_Hero_Tidehunter,M
5221,CDOTA_Unit_Hero_Tidehunter,M
5225,CDOTA_Unit_Hero_Pudge,M
5227,CDOTA_Unit_Hero_Tidehunter,M
5229,CDOTA_Unit_Hero_Tidehunter,M
5229,CDOTA_Unit_Hero_Lion,M
5233,CDOTA_Unit_Hero_Pudge,M
5233,CDOTA_Unit_Hero_Tidehunter,M
5235,CDOTA_Unit_Hero_Tidehunter,M
5237,CDOTA_Unit_Hero_Skywrath_Mage,M
5241,CDOTA_Unit_Hero_Tidehunter,M
5241,CDOTA_Unit_Hero_Tidehunter,M
5245,CDOTA_Unit_Hero_Naga_Siren,M
5245,CDOTA_Unit_Hero_Naga_Siren,M
5247,CDOTA_Unit_Hero_Tidehunter,M
5247,CDOTA_Unit_Hero_Tidehunter,M
5247,CDOTA_Unit_Hero_StormSpirit,M
5247,CDOTA_Unit_Hero_Skywrath_Mage,M
5251,CDOTA_Unit_Hero_Naga_Siren,M
5251,CDOTA_Unit_Hero_Naga_Siren,M
5253,CDOTA_Unit_Hero_Slark,M
5253,CDOTA_Unit_Hero_Skywrath_Mage,M
5253,CDOTA_Unit_Hero_StormSpirit,M
5255,CDOTA_Unit_Hero_Pudge,M
5255,CDOTA_Unit_Hero_Tidehunter,M
5255,CDOTA_Unit_Hero_Tidehunter,M
5255,CDOTA_Unit_Hero_Naga_Siren,M
5255,CDOTA_Unit_Hero_Naga_Siren,M
5257,CDOTA_Unit_Hero_Pudge,M
5257,CDOTA_Unit_Hero_Slark,M
5259,CDOTA_Unit_Hero_StormSpirit,M
5261,CDOTA_Unit_Hero_Tidehunter,M
5261,CDOTA_Unit_Hero_Tidehunter,M
5263,CDOTA_Unit_Hero_Slark,M
5265,CDOTA_Unit_Hero_StormSpirit,M
5267,CDOTA_Unit_Hero_Tidehunter,M
5269,CDOTA_Unit_Hero_Tidehunter,M
5271,CDOTA_Unit_Hero_StormSpirit,M
5275,CDOTA_Unit_Hero_Skywrath_Mage,M
5275,CDOTA_Unit_Hero_Tidehunter,M
5277,CDOTA_Unit_Hero_Slark,M
5277,CDOTA_Unit_Hero_Tidehunter,M
5277,CDOTA_Unit_Hero_StormSpirit,M
5281,CDOTA_Unit_Hero_Tidehunter,M
5281,CDOTA_Unit_Hero_Tinker,A
5281,CDOTA_Unit_Hero_Tidehunter,M
5281,CDOTA_Unit_Hero_Naga_Siren,M
5283,CDOTA_Unit_Hero_Slark,M
5283,CDOTA_Unit_Hero_StormSpirit,M
5283,CDOTA_Unit_Hero_Naga_Siren,M
5287,CDOTA_Unit_Hero_Tinker,A
5287,CDOTA_Unit_Hero_Tidehunter,M
5287,CDOTA_Unit_Hero_Tidehunter,M
5289,CDOTA_Unit_Hero_StormSpirit,M
5291,CDOTA_Unit_Hero_Tinker,M
5293,CDOTA_Unit_Hero_Tidehunter,M
5293,CDOTA_Unit_Hero_Tidehunter,M
5295,CDOTA_Unit_Hero_StormSpirit,M
5299,CDOTA_Unit_Hero_Tidehunter,M
5299,CDOTA_Unit_Hero_Tidehunter,M
5299,CDOTA_Unit_Hero_StormSpirit,M
5309,CDOTA_Unit_Hero_Abaddon,M
5311,CDOTA_Unit_Hero_Slark,M
5315,CDOTA_Unit_Hero_Abaddon,M
5317,CDOTA_Unit_Hero_Naga_Siren,M
5317,CDOTA_Unit_Hero_Naga_Siren,M
5317,CDOTA_Unit_Hero_Slark,M
5325,CDOTA_Unit_Hero_Slark,M
5331,CDOTA_Unit_Hero_Slark,M
5333,CDOTA_Unit_Hero_Abaddon,M
5335,CDOTA_Unit_Hero_Pudge,M
5337,CDOTA_Unit_Hero_Slark,M
5341,CDOTA_Unit_Hero_Pudge,M
5343,CDOTA_Unit_Hero_Slark,M
5347,CDOTA_Unit_Hero_Pudge,M
5351,CDOTA_Unit_Hero_Slark,M
5359,CDOTA_Unit_Hero_Naga_Siren,M
5359,CDOTA_Unit_Hero_Naga_Siren,M
5361,CDOTA_Unit_Hero_Slark,M
5379,CDOTA_Unit_Hero_Abaddon,M
5381,CDOTA_Unit_Hero_Naga_Siren,M
5381,CDOTA_Unit_Hero_Naga_Siren,M
5403,CDOTA_Unit_Hero_Naga_Siren,M
5403,CDOTA_Unit_Hero_Naga_Siren,M
5407,CDOTA_Unit_Hero_Naga_Siren,M
5409,CDOTA_Unit_Hero_Naga_Siren,M
5413,CDOTA_Unit_Hero_Naga_Siren,M
5413,CDOTA_Unit_Hero_Naga_Siren,M
5417,CDOTA_Unit_Hero_Abaddon,M
5417,CDOTA_Unit_Hero_Pudge,M
5419,CDOTA_Unit_Hero_Tinker,M
5423,CDOTA_Unit_Hero_Skywrath_Mage,M
5425,CDOTA_Unit_Hero_Pudge,M
5425,CDOTA_Unit_Hero_Abaddon,M
5427,CDOTA_Unit_Hero_Tinker,M
5429,CDOTA_Unit_Hero_Abaddon,M
5431,CDOTA_Unit_Hero_Skywrath_Mage,M
5435,CDOTA_Unit_Hero_Abaddon,M
5437,CDOTA_Unit_Hero_Tinker,A
5439,CDOTA_Unit_Hero_Tinker,M
5445,CDOTA_Unit_Hero_Abaddon,M
5451,CDOTA_Unit_Hero_Tinker,M
5453,CDOTA_Unit_Hero_Abaddon,M
5455,CDOTA_Unit_Hero_Slark,M
5461,CDOTA_Unit_Hero_Tinker,M
5461,CDOTA_Unit_Hero_Skywrath_Mage,M
5467,CDOTA_Unit_Hero_Tinker,M
5467,CDOTA_Unit_Hero_Skywrath_Mage,M
5471,CDOTA_Unit_Hero_Tinker,M
5479,CDOTA_Unit_Hero_Abaddon,M
5481,CDOTA_Unit_Hero_Tinker,A
5491,CDOTA_Unit_Hero_Pudge,M
5495,CDOTA_Unit_Hero_Skywrath_Mage,M
5497,CDOTA_Unit_Hero_Pudge,M
