Tick,Hero,Action
4339,CDOTA_Unit_Hero_Pudge,M
4353,CDOTA_Unit_Hero_Pudge,M
4355,CDOTA_Unit_Hero_Pudge,M
4361,CDOTA_Unit_Hero_Pudge,M
4365,CDOTA_Unit_Hero_Void_Spirit,M
4367,CDOTA_Unit_Hero_Pudge,M
4367,CDOTA_Unit_Hero_Void_Spirit,M
4371,CDOTA_Unit_Hero_Pudge,M
4371,CDOTA_Unit_Hero_Void_Spirit,M
4373,CDOTA_Unit_Hero_Void_Spirit,M
4379,CDOTA_Unit_Hero_Pudge,M
4387,CDOTA_Unit_Hero_Pudge,M
4389,CDOTA_Unit_Hero_Void_Spirit,M
4391,CDOTA_Unit_Hero_Void_Spirit,M
4395,CDOTA_Unit_Hero_PhantomAssassin,M
4397,CDOTA_Unit_Hero_Void_Spirit,M
4397,CDOTA_Unit_Hero_Void_Spirit,M
4401,CDOTA_Unit_Hero_PhantomAssassin,M
4401,CDOTA_Unit_Hero_Pudge,M
4411,CDOTA_Unit_Hero_Void_Spirit,M
4411,CDOTA_Unit_Hero_Void_Spirit,M
4413,CDOTA_Unit_Hero_Abaddon,M
4417,CDOTA_Unit_Hero_Void_Spirit,M
4419,CDOTA_Unit_Hero_Pudge,M
4419,CDOTA_Unit_Hero_Void_Spirit,M
4419,CDOTA_Unit_Hero_Abaddon,M
4419,CDOTA_Unit_Hero_PhantomAssassin,M
4423,CDOTA_Unit_Hero_Abaddon,M
4423,CDOTA_Unit_Hero_WitchDoctor,M
4425,CDOTA_Unit_Hero_WitchDoctor,M
4425,CDOTA_Unit_Hero_Pudge,M
4425,CDOTA_Unit_Hero_Void_Spirit,M
4425,CDOTA_Unit_Hero_Void_Spirit,M
4427,CDOTA_Unit_Hero_PhantomAssassin,M
4427,CDOTA_Unit_Hero_WitchDoctor,M
4433,CDOTA_Unit_Hero_Void_Spirit,M
4435,CDOTA_Unit_Hero_Sven,M
4435,CDOTA_Unit_Hero_Void_Spirit,M
4435,CDOTA_Unit_Hero_Sven,M
4435,CDOTA_Unit_Hero_Abaddon,M
4437,CDOTA_Unit_Hero_PhantomAssassin,M
4439,CDOTA_Unit_Hero_Void_Spirit,M
4439,CDOTA_Unit_Hero_Void_Spirit,M
4441,CDOTA_Unit_Hero_Sven,M
4441,CDOTA_Unit_Hero_Sven,M
4441,CDOTA_Unit_Hero_Abaddon,M
4445,CDOTA_Unit_Hero_PhantomAssassin,M
4445,CDOTA_Unit_Hero_WitchDoctor,M
