Tick,Hero,Action
4225,CDOTA_Unit_Hero_Obsidian_Destroyer,M
4235,CDOTA_Unit_Hero_AntiMage,M
4235,CDOTA_Unit_Hero_AntiMage,M
4241,CDOTA_Unit_Hero_AntiMage,M
4241,CDOTA_Unit_Hero_AntiMage,M
4245,CDOTA_Unit_Hero_AntiMage,M
4247,CDOTA_Unit_Hero_AntiMage,M
4251,CDOTA_Unit_Hero_Lion,M
4251,CDOTA_Unit_Hero_AntiMage,M
4253,CDOTA_Unit_Hero_AntiMage,M
4255,CDOTA_Unit_Hero_Obsidian_Destroyer,M
4257,CDOTA_Unit_Hero_AntiMage,M
4257,CDOTA_Unit_Hero_Lion,M
4257,CDOTA_Unit_Hero_AntiMage,M
4263,CDOTA_Unit_Hero_Lion,M
4267,CDOTA_Unit_Hero_AntiMage,M
4269,CDOTA_Unit_Hero_AntiMage,M
4271,CDOTA_Unit_Hero_Lion,M
4273,CDOTA_Unit_Hero_AntiMage,M
4273,CDOTA_Unit_Hero_Abaddon,M
4273,CDOTA_Unit_Hero_AntiMage,M
4277,CDOTA_Unit_Hero_DarkWillow,A
4277,CDOTA_Unit_Hero_AntiMage,M
4277,CDOTA_Unit_Hero_Slark,M
4279,CDOTA_Unit_Hero_DarkWillow,A
4279,CDOTA_Unit_Hero_AntiMage,M
4279,CDOTA_Unit_Hero_Abaddon,M
4281,CDOTA_Unit_Hero_DarkWillow,A
4281,CDOTA_Unit_Hero_DarkWillow,A
4283,CDOTA_Unit_Hero_Nyx_Assassin,M
4283,CDOTA_Unit_Hero_Obsidian_Destroyer,M
4293,CDOTA_Unit_Hero_Slark,M
4295,CDOTA_Unit_Hero_Nyx_Assassin,M
4299,CDOTA_Unit_Hero_Nyx_Assassin,M
4301,CDOTA_Unit_Hero_AntiMage,M
4301,CDOTA_Unit_Hero_AntiMage,M
4303,CDOTA_Unit_Hero_DarkWillow,M
4303,CDOTA_Unit_Hero_Nyx_Assassin,M
4305,CDOTA_Unit_Hero_DarkWillow,M
4305,CDOTA_Unit_Hero_Slark,M
4307,CDOTA_Unit_Hero_AntiMage,M
4307,CDOTA_Unit_Hero_AntiMage,M
4307,CDOTA_Unit_Hero_Abaddon,M
4309,CDOTA_Unit_Hero_DarkWillow,M
4311,CDOTA_Unit_Hero_DarkWillow,M
4311,CDOTA_Unit_Hero_AntiMage,M
4313,CDOTA_Unit_Hero_AntiMage,M
4313,CDOTA_Unit_Hero_AbyssalUnderlord,M
4315,CDOTA_Unit_Hero_Lion,M
4315,CDOTA_Unit_Hero_Slark,M
4319,CDOTA_Unit_Hero_Nyx_Assassin,M
4321,CDOTA_Unit_Hero_Lion,S
4323,CDOTA_Unit_Hero_Abaddon,M
4323,CDOTA_Unit_Hero_DarkWillow,M
4325,CDOTA_Unit_Hero_DarkWillow,M
4325,CDOTA_Unit_Hero_AntiMage,M
4325,CDOTA_Unit_Hero_AntiMage,M
4329,CDOTA_Unit_Hero_Nevermore,M
4329,CDOTA_Unit_Hero_Nevermore,M
4331,CDOTA_Unit_Hero_AntiMage,M
4331,CDOTA_Unit_Hero_AntiMage,M
4333,CDOTA_Unit_Hero_Nevermore,M
4333,CDOTA_Unit_Hero_Nyx_Assassin,M
4335,CDOTA_Unit_Hero_Obsidian_Destroyer,M
4335,CDOTA_Unit_Hero_Nevermore,M
4335,CDOTA_Unit_Hero_DarkWillow,M
4335,CDOTA_Unit_Hero_DarkWillow,M
4337,CDOTA_Unit_Hero_Abaddon,M
4339,CDOTA_Unit_Hero_AbyssalUnderlord,M
4339,CDOTA_Unit_Hero_Nevermore,M
4339,CDOTA_Unit_Hero_Nyx_Assassin,M
4341,CDOTA_Unit_Hero_Nevermore,M
4343,CDOTA_Unit_Hero_Nevermore,M
4345,CDOTA_Unit_Hero_Nevermore,M
4345,CDOTA_Unit_Hero_Nyx_Assassin,M
4347,CDOTA_Unit_Hero_AntiMage,M
4349,CDOTA_Unit_Hero_Nevermore,M
4349,CDOTA_Unit_Hero_Nevermore,M
4349,CDOTA_Unit_Hero_AntiMage,M
4351,CDOTA_Unit_Hero_Abaddon,M
4353,CDOTA_Unit_Hero_Nevermore,M
4353,CDOTA_Unit_Hero_Nevermore,M
4353,CDOTA_Unit_Hero_AntiMage,M
4353,CDOTA_Unit_Hero_AntiMage,M
4357,CDOTA_Unit_Hero_AntiMage,M
4359,CDOTA_Unit_Hero_Nevermore,M
4359,CDOTA_Unit_Hero_Nevermore,M
4361,CDOTA_Unit_Hero_AntiMage,M
4363,CDOTA_Unit_Hero_AntiMage,M
4363,CDOTA_Unit_Hero_Nevermore,M
4363,CDOTA_Unit_Hero_Slark,M
4365,CDOTA_Unit_Hero_Nevermore,M
4365,CDOTA_Unit_Hero_Nyx_Assassin,M
4369,CDOTA_Unit_Hero_Abaddon,M
4369,CDOTA_Unit_Hero_Nevermore,M
4371,CDOTA_Unit_Hero_Nevermore,M
4373,CDOTA_Unit_Hero_Nevermore,M
4373,CDOTA_Unit_Hero_Slark,M
4373,CDOTA_Unit_Hero_Nevermore,M
4375,CDOTA_Unit_Hero_AbyssalUnderlord,M
4379,CDOTA_Unit_Hero_Slark,M
