Tick,Hero,Action
4309,CDOTA_Unit_Hero_Bane,M
4311,CDOTA_Unit_Hero_Pudge,M
4311,CDOTA_Unit_Hero_EmberSpirit,M
4317,CDOTA_Unit_Hero_EmberSpirit,M
4317,CDOTA_Unit_Hero_Rubick,M
4317,CDOTA_Unit_Hero_Rubick,M
4323,CDOTA_Unit_Hero_Rubick,M
4325,CDOTA_Unit_Hero_Rubick,M
4325,CDOTA_Unit_Hero_Bane,M
4327,CDOTA_Unit_Hero_Pudge,M
4327,CDOTA_Unit_Hero_Bristleback,M
4329,CDOTA_Unit_Hero_Bristleback,M
4329,CDOTA_Unit_Hero_EmberSpirit,M
4329,CDOTA_Unit_Hero_Bristleback,M
4331,CDOTA_Unit_Hero_Bane,M
4333,CDOTA_Unit_Hero_Bristleback,M
4333,CDOTA_Unit_Hero_Bristleback,M
4335,CDOTA_Unit_Hero_EmberSpirit,M
4341,CDOTA_Unit_Hero_EmberSpirit,M
4341,CDOTA_Unit_Hero_Abaddon,M
4343,CDOTA_Unit_Hero_Bristleback,M
4345,CDOTA_Unit_Hero_Bristleback,M
4347,CDOTA_Unit_Hero_EmberSpirit,M
4349,CDOTA_Unit_Hero_Pudge,M
4349,CDOTA_Unit_Hero_Abaddon,M
4349,CDOTA_Unit_Hero_AntiMage,M
4357,CDOTA_Unit_Hero_Abaddon,M
4359,CDOTA_Unit_Hero_Abaddon,M
4361,CDOTA_Unit_Hero_Rubick,M
4361,CDOTA_Unit_Hero_Rubick,M
4367,CDOTA_Unit_Hero_Pudge,M
4373,CDOTA_Unit_Hero_Abaddon,M
4379,CDOTA_Unit_Hero_Abaddon,M
4383,CDOTA_Unit_Hero_Abaddon,M
4391,CDOTA_Unit_Hero_Abaddon,M
4393,CDOTA_Unit_Hero_Pudge,M
4397,CDOTA_Unit_Hero_EmberSpirit,M
4397,CDOTA_Unit_Hero_Bristleback,M
4397,CDOTA_Unit_Hero_Bristleback,M
4397,CDOTA_Unit_Hero_Abaddon,M
4399,CDOTA_Unit_Hero_Bristleback,M
4401,CDOTA_Unit_Hero_Bristleback,M
4401,CDOTA_Unit_Hero_EmberSpirit,M
4401,CDOTA_Unit_Hero_Bristleback,M
4403,CDOTA_Unit_Hero_Abaddon,M
4405,CDOTA_Unit_Hero_Bristleback,M
4405,CDOTA_Unit_Hero_EmberSpirit,M
4405,CDOTA_Unit_Hero_Bristleback,M
4407,CDOTA_Unit_Hero_PhantomLancer,M
4409,CDOTA_Unit_Hero_Abaddon,M
4411,CDOTA_Unit_Hero_PhantomLancer,M
4415,CDOTA_Unit_Hero_PhantomLancer,M
4419,CDOTA_Unit_Hero_Bristleback,M
4419,CDOTA_Unit_Hero_Bristleback,M
4421,CDOTA_Unit_Hero_PhantomLancer,M
4421,CDOTA_Unit_Hero_EmberSpirit,M
4429,CDOTA_Unit_Hero_EmberSpirit,M
4437,CDOTA_Unit_Hero_EmberSpirit,M
4441,CDOTA_Unit_Hero_EmberSpirit,M
4443,CDOTA_Unit_Hero_StormSpirit,M
4445,CDOTA_Unit_Hero_Abaddon,M
4449,CDOTA_Unit_Hero_Abaddon,M
4457,CDOTA_Unit_Hero_Pudge,M
4461,CDOTA_Unit_Hero_StormSpirit,M
4463,CDOTA_Unit_Hero_Rubick,M
4463,CDOTA_Unit_Hero_Rubick,M
4467,CDOTA_Unit_Hero_Bristleback,M
4467,CDOTA_Unit_Hero_Rubick,M
4467,CDOTA_Unit_Hero_Rubick,M
4467,CDOTA_Unit_Hero_Abaddon,M
4467,CDOTA_Unit_Hero_StormSpirit,A
4469,CDOTA_Unit_Hero_Bristleback,M
4469,CDOTA_Unit_Hero_Bristleback,M
4471,CDOTA_Unit_Hero_Bristleback,M
4473,CDOTA_Unit_Hero_Abaddon,M
4475,CDOTA_Unit_Hero_Rubick,M
4475,CDOTA_Unit_Hero_Rubick,M
4475,CDOTA_Unit_Hero_StormSpirit,A
4477,CDOTA_Unit_Hero_StormSpirit,A
4479,CDOTA_Unit_Hero_Pudge,M
4479,CDOTA_Unit_Hero_EmberSpirit,S
4479,CDOTA_Unit_Hero_Abaddon,M
4481,CDOTA_Unit_Hero_Rubick,M
4481,CDOTA_Unit_Hero_Rubick,M
4485,CDOTA_Unit_Hero_EmberSpirit,M
4487,CDOTA_Unit_Hero_Rubick,M
4487,CDOTA_Unit_Hero_Rubick,M
4493,CDOTA_Unit_Hero_Abaddon,M
4495,CDOTA_Unit_Hero_StormSpirit,A
4495,CDOTA_Unit_Hero_Bane,M
4499,CDOTA_Unit_Hero_Bristleback,M
4501,CDOTA_Unit_Hero_Bane,M
4501,CDOTA_Unit_Hero_Abaddon,M
4501,CDOTA_Unit_Hero_Bristleback,M
4501,CDOTA_Unit_Hero_Bristleback,M
4503,CDOTA_Unit_Hero_Bristleback,M
