Tick,Hero,Action
4541,CDOTA_Unit_Hero_Tidehunter,M
4543,CDOTA_Unit_Hero_Tidehunter,M
4547,CDOTA_Unit_Hero_Tidehunter,M
4553,CDOTA_Unit_Hero_Tidehunter,M
4557,CDOTA_Unit_Hero_Tidehunter,M
4567,CDOTA_Unit_Hero_TrollWarlord,M
4569,CDOTA_Unit_Hero_Tidehunter,M
4571,CDOTA_Unit_Hero_Leshrac,M
4577,CDOTA_Unit_Hero_Tidehunter,M
4583,CDOTA_Unit_Hero_Tidehunter,M
4587,CDOTA_Unit_Hero_FacelessVoid,M
4589,CDOTA_Unit_Hero_Leshrac,M
4589,CDOTA_Unit_Hero_Luna,M
4591,CDOTA_Unit_Hero_FacelessVoid,M
4595,CDOTA_Unit_Hero_Leshrac,M
4595,CDOTA_Unit_Hero_Tidehunter,M
4597,CDOTA_Unit_Hero_FacelessVoid,M
4601,CDOTA_Unit_Hero_FacelessVoid,M
4601,CDOTA_Unit_Hero_Tidehunter,M
4605,CDOTA_Unit_Hero_FacelessVoid,M
4607,CDOTA_Unit_Hero_Luna,M
4607,CDOTA_Unit_Hero_Tidehunter,M
4615,CDOTA_Unit_Hero_Tidehunter,M
4621,CDOTA_Unit_Hero_Tidehunter,M
4623,CDOTA_Unit_Hero_Luna,M
4623,CDOTA_Unit_Hero_AbyssalUnderlord,M
4623,CDOTA_Unit_Hero_AbyssalUnderlord,M
4623,CDOTA_Unit_Hero_Leshrac,M
4625,CDOTA_Unit_Hero_Tidehunter,M
4631,CDOTA_Unit_Hero_Leshrac,M
4637,CDOTA_Unit_Hero_Leshrac,M
4639,CDOTA_Unit_Hero_Luna,M
4641,CDOTA_Unit_Hero_Leshrac,M
4655,CDOTA_Unit_Hero_Luna,M
4655,CDOTA_Unit_Hero_Leshrac,M
4661,CDOTA_Unit_Hero_Tidehunter,M
4665,CDOTA_Unit_Hero_Leshrac,M
4665,CDOTA_Unit_Hero_Tidehunter,M
4671,CDOTA_Unit_Hero_Luna,M
4671,CDOTA_Unit_Hero_Tidehunter,M
4679,CDOTA_Unit_Hero_Tidehunter,M
4683,CDOTA_Unit_Hero_Tidehunter,M
4687,CDOTA_Unit_Hero_Luna,M
4689,CDOTA_Unit_Hero_Tidehunter,M
4699,CDOTA_Unit_Hero_Leshrac,M
4699,CDOTA_Unit_Hero_AbyssalUnderlord,M
4701,CDOTA_Unit_Hero_AbyssalUnderlord,M
4701,CDOTA_Unit_Hero_TrollWarlord,M
4707,CDOTA_Unit_Hero_TrollWarlord,M
4707,CDOTA_Unit_Hero_Luna,M
4709,CDOTA_Unit_Hero_Leshrac,M
4711,CDOTA_Unit_Hero_Tidehunter,M
4713,CDOTA_Unit_Hero_Leshrac,M
4723,CDOTA_Unit_Hero_AbyssalUnderlord,M
4725,CDOTA_Unit_Hero_AbyssalUnderlord,M
4729,CDOTA_Unit_Hero_Tidehunter,M
4735,CDOTA_Unit_Hero_Tidehunter,M
4739,CDOTA_Unit_Hero_Tidehunter,M
4747,CDOTA_Unit_Hero_Tidehunter,M
4749,CDOTA_Unit_Hero_FacelessVoid,M
4753,CDOTA_Unit_Hero_Tidehunter,M
4755,CDOTA_Unit_Hero_FacelessVoid,M
4759,CDOTA_Unit_Hero_Tidehunter,M
4759,CDOTA_Unit_Hero_FacelessVoid,M
4765,CDOTA_Unit_Hero_Tidehunter,M
4771,CDOTA_Unit_Hero_Tidehunter,M
4777,CDOTA_Unit_Hero_Tidehunter,M
4781,CDOTA_Unit_Hero_AbyssalUnderlord,M
4783,CDOTA_Unit_Hero_AbyssalUnderlord,M
4787,CDOTA_Unit_Hero_AbyssalUnderlord,M
4789,CDOTA_Unit_Hero_AbyssalUnderlord,M
4789,CDOTA_Unit_Hero_TrollWarlord,M
4793,CDOTA_Unit_Hero_AbyssalUnderlord,M
4797,CDOTA_Unit_Hero_TrollWarlord,M
4803,CDOTA_Unit_Hero_TrollWarlord,M
4803,CDOTA_Unit_Hero_AbyssalUnderlord,M
4803,CDOTA_Unit_Hero_AbyssalUnderlord,M
4853,CDOTA_Unit_Hero_TrollWarlord,M
4855,CDOTA_Unit_Hero_AbyssalUnderlord,M
4855,CDOTA_Unit_Hero_AbyssalUnderlord,M
4859,CDOTA_Unit_Hero_TrollWarlord,M
4865,CDOTA_Unit_Hero_TrollWarlord,M
4877,CDOTA_Unit_Hero_FacelessVoid,M
4883,CDOTA_Unit_Hero_FacelessVoid,M
4889,CDOTA_Unit_Hero_FacelessVoid,M
4893,CDOTA_Unit_Hero_FacelessVoid,M
4899,CDOTA_Unit_Hero_FacelessVoid,M
4905,CDOTA_Unit_Hero_Invoker,M
4911,CDOTA_Unit_Hero_Invoker,M
4921,CDOTA_Unit_Hero_TrollWarlord,M
4927,CDOTA_Unit_Hero_TrollWarlord,M
4929,CDOTA_Unit_Hero_Invoker,M
4933,CDOTA_Unit_Hero_TrollWarlord,M
4939,CDOTA_Unit_Hero_Luna,M
4959,CDOTA_Unit_Hero_Luna,M
4977,CDOTA_Unit_Hero_FacelessVoid,M
4983,CDOTA_Unit_Hero_FacelessVoid,M
4983,CDOTA_Unit_Hero_Luna,M
4989,CDOTA_Unit_Hero_FacelessVoid,M
4989,CDOTA_Unit_Hero_Luna,M
4995,CDOTA_Unit_Hero_FacelessVoid,M
4995,CDOTA_Unit_Hero_Luna,M
5001,CDOTA_Unit_Hero_Invoker,M
5007,CDOTA_Unit_Hero_Invoker,M
5009,CDOTA_Unit_Hero_Luna,M
5013,CDOTA_Unit_Hero_Invoker,M
5013,CDOTA_Unit_Hero_Luna,M
5027,CDOTA_Unit_Hero_TrollWarlord,M
5033,CDOTA_Unit_Hero_FacelessVoid,M
5037,CDOTA_Unit_Hero_FacelessVoid,M
5047,CDOTA_Unit_Hero_Leshrac,M
5061,CDOTA_Unit_Hero_Life_Stealer,M
5061,CDOTA_Unit_Hero_TrollWarlord,M
5067,CDOTA_Unit_Hero_TrollWarlord,M
5073,CDOTA_Unit_Hero_FacelessVoid,M
5079,CDOTA_Unit_Hero_Luna,M
5081,CDOTA_Unit_Hero_FacelessVoid,M
5085,CDOTA_Unit_Hero_FacelessVoid,M
5091,CDOTA_Unit_Hero_FacelessVoid,M
5095,CDOTA_Unit_Hero_TrollWarlord,M
5097,CDOTA_Unit_Hero_FacelessVoid,M
5097,CDOTA_Unit_Hero_Luna,M
5101,CDOTA_Unit_Hero_Life_Stealer,M
5103,CDOTA_Unit_Hero_Leshrac,M
5105,CDOTA_Unit_Hero_FacelessVoid,M
5111,CDOTA_Unit_Hero_FacelessVoid,M
5115,CDOTA_Unit_Hero_Luna,M
5117,CDOTA_Unit_Hero_FacelessVoid,M
5125,CDOTA_Unit_Hero_Luna,M
5129,CDOTA_Unit_Hero_Luna,M
5131,CDOTA_Unit_Hero_FacelessVoid,M
5135,CDOTA_Unit_Hero_Luna,M
5139,CDOTA_Unit_Hero_FacelessVoid,M
5143,CDOTA_Unit_Hero_FacelessVoid,M
5149,CDOTA_Unit_Hero_FacelessVoid,M
5151,CDOTA_Unit_Hero_Luna,M
5157,CDOTA_Unit_Hero_FacelessVoid,M
5169,CDOTA_Unit_Hero_Luna,M
5177,CDOTA_Unit_Hero_Tidehunter,M
5179,CDOTA_Unit_Hero_FacelessVoid,M
5179,CDOTA_Unit_Hero_Luna,M
5181,CDOTA_Unit_Hero_TrollWarlord,M
5183,CDOTA_Unit_Hero_Tidehunter,M
5187,CDOTA_Unit_Hero_FacelessVoid,M
5189,CDOTA_Unit_Hero_TrollWarlord,M
5189,CDOTA_Unit_Hero_Tidehunter,M
5193,CDOTA_Unit_Hero_FacelessVoid,M
5193,CDOTA_Unit_Hero_Tidehunter,M
5195,CDOTA_Unit_Hero_Luna,M
5199,CDOTA_Unit_Hero_FacelessVoid,M
5199,CDOTA_Unit_Hero_Tidehunter,M
5205,CDOTA_Unit_Hero_FacelessVoid,M
5211,CDOTA_Unit_Hero_FacelessVoid,M
5215,CDOTA_Unit_Hero_Tidehunter,M
5217,CDOTA_Unit_Hero_FacelessVoid,M
5219,CDOTA_Unit_Hero_Luna,M
5219,CDOTA_Unit_Hero_Tidehunter,M
5223,CDOTA_Unit_Hero_FacelessVoid,M
5229,CDOTA_Unit_Hero_Tidehunter,M
5235,CDOTA_Unit_Hero_Luna,M
5235,CDOTA_Unit_Hero_Tidehunter,M
5243,CDOTA_Unit_Hero_TrollWarlord,M
5245,CDOTA_Unit_Hero_Leshrac,M
5251,CDOTA_Unit_Hero_Luna,M
5263,CDOTA_Unit_Hero_Windrunner,M
5265,CDOTA_Unit_Hero_Luna,M
5269,CDOTA_Unit_Hero_FacelessVoid,M
5281,CDOTA_Unit_Hero_Luna,M
5287,CDOTA_Unit_Hero_FacelessVoid,M
5299,CDOTA_Unit_Hero_FacelessVoid,M
5299,CDOTA_Unit_Hero_TrollWarlord,M
5303,CDOTA_Unit_Hero_Tidehunter,M
5305,CDOTA_Unit_Hero_FacelessVoid,M
5307,CDOTA_Unit_Hero_TrollWarlord,M
5309,CDOTA_Unit_Hero_FacelessVoid,M
5315,CDOTA_Unit_Hero_Windrunner,M
5323,CDOTA_Unit_Hero_Windrunner,M
5337,CDOTA_Unit_Hero_FacelessVoid,M
5341,CDOTA_Unit_Hero_FacelessVoid,M
5347,CDOTA_Unit_Hero_FacelessVoid,M
5351,CDOTA_Unit_Hero_Luna,M
5353,CDOTA_Unit_Hero_FacelessVoid,M
5359,CDOTA_Unit_Hero_FacelessVoid,M
5359,CDOTA_Unit_Hero_Windrunner,M
5361,CDOTA_Unit_Hero_Luna,M
5367,CDOTA_Unit_Hero_Windrunner,M
5371,CDOTA_Unit_Hero_Leshrac,M
5377,CDOTA_Unit_Hero_Windrunner,M
5377,CDOTA_Unit_Hero_Luna,M
5381,CDOTA_Unit_Hero_Luna,M
5387,CDOTA_Unit_Hero_Leshrac,M
5387,CDOTA_Unit_Hero_Luna,M
5401,CDOTA_Unit_Hero_FacelessVoid,M
5403,CDOTA_Unit_Hero_Luna,M
5407,CDOTA_Unit_Hero_FacelessVoid,M
5413,CDOTA_Unit_Hero_FacelessVoid,M
5415,CDOTA_Unit_Hero_Windrunner,M
5417,CDOTA_Unit_Hero_Leshrac,M
5419,CDOTA_Unit_Hero_FacelessVoid,M
5421,CDOTA_Unit_Hero_Luna,M
5423,CDOTA_Unit_Hero_Leshrac,M
5423,CDOTA_Unit_Hero_Windrunner,M
5425,CDOTA_Unit_Hero_FacelessVoid,M
5431,CDOTA_Unit_Hero_FacelessVoid,M
5435,CDOTA_Unit_Hero_Luna,M
5437,CDOTA_Unit_Hero_FacelessVoid,M
5445,CDOTA_Unit_Hero_Windrunner,M
5449,CDOTA_Unit_Hero_FacelessVoid,M
5451,CDOTA_Unit_Hero_Luna,M
5453,CDOTA_Unit_Hero_Leshrac,M
5453,CDOTA_Unit_Hero_Windrunner,M
5459,CDOTA_Unit_Hero_Luna,M
5459,CDOTA_Unit_Hero_Leshrac,M
5459,CDOTA_Unit_Hero_Windrunner,M
5467,CDOTA_Unit_Hero_Windrunner,M
5469,CDOTA_Unit_Hero_Luna,M
5479,CDOTA_Unit_Hero_FacelessVoid,M
5483,CDOTA_Unit_Hero_Luna,M
5485,CDOTA_Unit_Hero_FacelessVoid,M
5487,CDOTA_Unit_Hero_Leshrac,M
5493,CDOTA_Unit_Hero_FacelessVoid,M
5493,CDOTA_Unit_Hero_Luna,M
5493,CDOTA_Unit_Hero_Leshrac,M
5499,CDOTA_Unit_Hero_FacelessVoid,M
5499,CDOTA_Unit_Hero_Leshrac,M
5499,CDOTA_Unit_Hero_Luna,M
5501,CDOTA_Unit_Hero_Windrunner,M
5505,CDOTA_Unit_Hero_FacelessVoid,M
5505,CDOTA_Unit_Hero_Leshrac,M
5509,CDOTA_Unit_Hero_Luna,M
5509,CDOTA_Unit_Hero_Windrunner,M
5511,CDOTA_Unit_Hero_Leshrac,M
5511,CDOTA_Unit_Hero_FacelessVoid,M
5513,CDOTA_Unit_Hero_Windrunner,M
5517,CDOTA_Unit_Hero_FacelessVoid,M
5523,CDOTA_Unit_Hero_Luna,M
5525,CDOTA_Unit_Hero_FacelessVoid,M
5525,CDOTA_Unit_Hero_Leshrac,M
5527,CDOTA_Unit_Hero_AbyssalUnderlord,M
5529,CDOTA_Unit_Hero_AbyssalUnderlord,M
5531,CDOTA_Unit_Hero_FacelessVoid,M
5531,CDOTA_Unit_Hero_Leshrac,M
5537,CDOTA_Unit_Hero_FacelessVoid,M
5543,CDOTA_Unit_Hero_FacelessVoid,M
5545,CDOTA_Unit_Hero_Leshrac,M
5545,CDOTA_Unit_Hero_Luna,M
5549,CDOTA_Unit_Hero_FacelessVoid,M
5549,CDOTA_Unit_Hero_AbyssalUnderlord,M
5549,CDOTA_Unit_Hero_AbyssalUnderlord,M
5551,CDOTA_Unit_Hero_Leshrac,M
5551,CDOTA_Unit_Hero_Luna,M
5553,CDOTA_Unit_Hero_Tidehunter,M
5555,CDOTA_Unit_Hero_FacelessVoid,M
5557,CDOTA_Unit_Hero_Leshrac,M
5559,CDOTA_Unit_Hero_Tidehunter,M
5561,CDOTA_Unit_Hero_FacelessVoid,M
5565,CDOTA_Unit_Hero_Tidehunter,M
5565,CDOTA_Unit_Hero_Luna,M
5567,CDOTA_Unit_Hero_FacelessVoid,M
