Tick,Hero,Action
3609,CDOTA_Unit_Hero_Void_Spirit,M
3611,CDOTA_Unit_Hero_Void_Spirit,M
3621,CDOTA_Unit_Hero_Void_Spirit,M
3623,CDOTA_Unit_Hero_Void_Spirit,M
3625,CDOTA_Unit_Hero_Void_Spirit,M
3625,CDOTA_Unit_Hero_Treant,M
3629,CDOTA_Unit_Hero_Void_Spirit,M
3629,CDOTA_Unit_Hero_Void_Spirit,M
3631,CDOTA_Unit_Hero_Treant,M
3633,CDOTA_Unit_Hero_Treant,M
3635,CDOTA_Unit_Hero_Void_Spirit,M
3635,CDOTA_Unit_Hero_Void_Spirit,M
3641,CDOTA_Unit_Hero_Void_Spirit,M
3641,CDOTA_Unit_Hero_Void_Spirit,M
3643,CDOTA_Unit_Hero_Treant,M
3649,CDOTA_Unit_Hero_Void_Spirit,M
3649,CDOTA_Unit_Hero_FacelessVoid,M
3649,CDOTA_Unit_Hero_Void_Spirit,M
3651,CDOTA_Unit_Hero_Huskar,M
3655,CDOTA_Unit_Hero_FacelessVoid,M
3655,CDOTA_Unit_Hero_Void_Spirit,M
3655,CDOTA_Unit_Hero_Void_Spirit,M
3655,CDOTA_Unit_Hero_Tinker,M
3655,CDOTA_Unit_Hero_Tinker,M
3657,CDOTA_Unit_Hero_Huskar,M
3659,CDOTA_Unit_Hero_Treant,M
3661,CDOTA_Unit_Hero_Tinker,M
3661,CDOTA_Unit_Hero_Tinker,M
3661,CDOTA_Unit_Hero_Void_Spirit,M
3661,CDOTA_Unit_Hero_Void_Spirit,M
3661,CDOTA_Unit_Hero_Huskar,M
3663,CDOTA_Unit_Hero_Treant,M
3665,CDOTA_Unit_Hero_FacelessVoid,M
3667,CDOTA_Unit_Hero_Void_Spirit,M
3669,CDOTA_Unit_Hero_Treant,M
3669,CDOTA_Unit_Hero_Tinker,M
3669,CDOTA_Unit_Hero_Tinker,M
3669,CDOTA_Unit_Hero_Void_Spirit,M
3673,CDOTA_Unit_Hero_Abaddon,M
3675,CDOTA_Unit_Hero_Huskar,M
3675,CDOTA_Unit_Hero_FacelessVoid,M
3675,CDOTA_Unit_Hero_Treant,M
3675,CDOTA_Unit_Hero_Void_Spirit,M
3677,CDOTA_Unit_Hero_Void_Spirit,M
3681,CDOTA_Unit_Hero_FacelessVoid,M
3681,CDOTA_Unit_Hero_Huskar,M
3681,CDOTA_Unit_Hero_Treant,M
3681,CDOTA_Unit_Hero_Abaddon,M
3683,CDOTA_Unit_Hero_Void_Spirit,M
3685,CDOTA_Unit_Hero_Void_Spirit,M
3685,CDOTA_Unit_Hero_Huskar,M
3685,CDOTA_Unit_Hero_FacelessVoid,M
3689,CDOTA_Unit_Hero_Treant,M
3691,CDOTA_Unit_Hero_FacelessVoid,M
3691,CDOTA_Unit_Hero_Void_Spirit,M
3691,CDOTA_Unit_Hero_Void_Spirit,M
3691,CDOTA_Unit_Hero_Abaddon,M
3695,CDOTA_Unit_Hero_Tinker,M
3695,CDOTA_Unit_Hero_Tinker,M
3695,CDOTA_Unit_Hero_FacelessVoid,M
3697,CDOTA_Unit_Hero_Void_Spirit,M
3697,CDOTA_Unit_Hero_Void_Spirit,M
3697,CDOTA_Unit_Hero_Abaddon,M
3701,CDOTA_Unit_Hero_FacelessVoid,M
3703,CDOTA_Unit_Hero_Void_Spirit,M
3703,CDOTA_Unit_Hero_Void_Spirit,M
3707,CDOTA_Unit_Hero_FacelessVoid,M
3709,CDOTA_Unit_Hero_Void_Spirit,M
3709,CDOTA_Unit_Hero_Void_Spirit,M
3711,CDOTA_Unit_Hero_FacelessVoid,M
3713,CDOTA_Unit_Hero_Mirana,M
3713,CDOTA_Unit_Hero_Mirana,M
3713,CDOTA_Unit_Hero_Abaddon,M
3715,CDOTA_Unit_Hero_FacelessVoid,M
3715,CDOTA_Unit_Hero_Void_Spirit,M
3717,CDOTA_Unit_Hero_Tinker,M
3717,CDOTA_Unit_Hero_Tinker,M
3717,CDOTA_Unit_Hero_Void_Spirit,M
3721,CDOTA_Unit_Hero_FacelessVoid,M
3723,CDOTA_Unit_Hero_Void_Spirit,M
3725,CDOTA_Unit_Hero_Void_Spirit,M
3725,CDOTA_Unit_Hero_FacelessVoid,M
3729,CDOTA_Unit_Hero_Void_Spirit,M
3731,CDOTA_Unit_Hero_FacelessVoid,M
3731,CDOTA_Unit_Hero_Void_Spirit,M
3735,CDOTA_Unit_Hero_FacelessVoid,M
3735,CDOTA_Unit_Hero_Void_Spirit,M
3737,CDOTA_Unit_Hero_Mirana,M
3737,CDOTA_Unit_Hero_Void_Spirit,M
3737,CDOTA_Unit_Hero_Mirana,M
3741,CDOTA_Unit_Hero_Abaddon,M
3743,CDOTA_Unit_Hero_Axe,M
3751,CDOTA_Unit_Hero_Axe,M
3753,CDOTA_Unit_Hero_FacelessVoid,A
3759,CDOTA_Unit_Hero_Axe,M
3759,CDOTA_Unit_Hero_FacelessVoid,A
3763,CDOTA_Unit_Hero_Axe,M
3765,CDOTA_Unit_Hero_FacelessVoid,A
3771,CDOTA_Unit_Hero_Axe,M
3777,CDOTA_Unit_Hero_Axe,M
3783,CDOTA_Unit_Hero_FacelessVoid,A
3783,CDOTA_Unit_Hero_Tinker,M
3783,CDOTA_Unit_Hero_Tinker,M
3783,CDOTA_Unit_Hero_Axe,M
3785,CDOTA_Unit_Hero_Axe,M
3787,CDOTA_Unit_Hero_FacelessVoid,A
3807,CDOTA_Unit_Hero_Void_Spirit,M
3807,CDOTA_Unit_Hero_Void_Spirit,M
3809,CDOTA_Unit_Hero_Axe,M
3813,CDOTA_Unit_Hero_Abaddon,M
3815,CDOTA_Unit_Hero_Void_Spirit,M
3817,CDOTA_Unit_Hero_Void_Spirit,M
3823,CDOTA_Unit_Hero_Tinker,M
3823,CDOTA_Unit_Hero_Tinker,M
3827,CDOTA_Unit_Hero_Tinker,M
3831,CDOTA_Unit_Hero_Void_Spirit,M
3831,CDOTA_Unit_Hero_Void_Spirit,M
3833,CDOTA_Unit_Hero_Tinker,M
3833,CDOTA_Unit_Hero_Tinker,M
3837,CDOTA_Unit_Hero_Void_Spirit,M
3837,CDOTA_Unit_Hero_Void_Spirit,M
3845,CDOTA_Unit_Hero_Treant,M
3845,CDOTA_Unit_Hero_Void_Spirit,M
3847,CDOTA_Unit_Hero_Void_Spirit,M
3849,CDOTA_Unit_Hero_Clinkz,M
3849,CDOTA_Unit_Hero_Treant,M
