Tick,Hero,Action
5145,CDOTA_Unit_Hero_DarkSeer,M
5151,CDOTA_Unit_Hero_DarkSeer,M
5169,CDOTA_Unit_Hero_DarkSeer,M
5171,CDOTA_Unit_Hero_Shadow_Demon,M
5171,CDOTA_Unit_Hero_Weaver,M
5173,CDOTA_Unit_Hero_Shadow_Demon,M
5177,CDOTA_Unit_Hero_Weaver,M
5179,CDOTA_Unit_Hero_Shadow_Demon,M
5179,CDOTA_Unit_Hero_Shadow_Demon,M
5185,CDOTA_Unit_Hero_DarkSeer,M
5185,CDOTA_Unit_Hero_Shadow_Demon,M
5187,CDOTA_Unit_Hero_Shadow_Demon,M
5191,CDOTA_Unit_Hero_DarkSeer,M
5201,CDOTA_Unit_Hero_Abaddon,M
5203,CDOTA_Unit_Hero_Shadow_Demon,M
5205,CDOTA_Unit_Hero_Shadow_Demon,M
5207,CDOTA_Unit_Hero_Weaver,M
5209,CDOTA_Unit_Hero_Lina,M
5209,CDOTA_Unit_Hero_DarkSeer,M
5209,CDOTA_Unit_Hero_Abaddon,M
5209,CDOTA_Unit_Hero_Shadow_Demon,M
5211,CDOTA_Unit_Hero_Shadow_Demon,M
5211,CDOTA_Unit_Hero_Lina,M
5215,CDOTA_Unit_Hero_Shadow_Demon,M
5215,CDOTA_Unit_Hero_Shadow_Demon,M
5217,CDOTA_Unit_Hero_Weaver,A
5217,CDOTA_Unit_Hero_TrollWarlord,M
5217,CDOTA_Unit_Hero_TrollWarlord,M
5219,CDOTA_Unit_Hero_Shadow_Demon,M
5219,CDOTA_Unit_Hero_Weaver,A
5221,CDOTA_Unit_Hero_Shadow_Demon,M
5221,CDOTA_Unit_Hero_TrollWarlord,M
5225,CDOTA_Unit_Hero_Abaddon,M
5227,CDOTA_Unit_Hero_TrollWarlord,M
5227,CDOTA_Unit_Hero_TrollWarlord,M
5227,CDOTA_Unit_Hero_Weaver,M
5231,CDOTA_Unit_Hero_Abaddon,M
5233,CDOTA_Unit_Hero_Weaver,A
5239,CDOTA_Unit_Hero_Mars,M
5239,CDOTA_Unit_Hero_Mars,M
5243,CDOTA_Unit_Hero_Mars,M
5243,CDOTA_Unit_Hero_Abaddon,M
5245,CDOTA_Unit_Hero_Shadow_Demon,M
5245,CDOTA_Unit_Hero_Shadow_Demon,M
5247,CDOTA_Unit_Hero_Lina,M
5251,CDOTA_Unit_Hero_Abaddon,M
5251,CDOTA_Unit_Hero_Lina,M
5255,CDOTA_Unit_Hero_Lina,M
5257,CDOTA_Unit_Hero_Mars,M
5259,CDOTA_Unit_Hero_Mars,M
5261,CDOTA_Unit_Hero_Mars,M
5263,CDOTA_Unit_Hero_Abaddon,M
5267,CDOTA_Unit_Hero_Mars,M
5269,CDOTA_Unit_Hero_Mars,M
5271,CDOTA_Unit_Hero_Abaddon,M
5271,CDOTA_Unit_Hero_Weaver,M
5273,CDOTA_Unit_Hero_Mars,M
5275,CDOTA_Unit_Hero_Shadow_Demon,M
5277,CDOTA_Unit_Hero_Mars,M
5277,CDOTA_Unit_Hero_Shadow_Demon,M
5277,CDOTA_Unit_Hero_Weaver,M
5281,CDOTA_Unit_Hero_Shadow_Demon,M
5281,CDOTA_Unit_Hero_Shadow_Demon,M
5283,CDOTA_Unit_Hero_Weaver,M
5285,CDOTA_Unit_Hero_Shadow_Demon,M
5287,CDOTA_Unit_Hero_Shadow_Demon,M
5289,CDOTA_Unit_Hero_Weaver,M
5293,CDOTA_Unit_Hero_Weaver,M
5301,CDOTA_Unit_Hero_Weaver,M
5303,CDOTA_Unit_Hero_Shadow_Demon,M
5303,CDOTA_Unit_Hero_Shadow_Demon,M
5307,CDOTA_Unit_Hero_Weaver,M
5309,CDOTA_Unit_Hero_Shadow_Demon,M
5309,CDOTA_Unit_Hero_Shadow_Demon,M
5313,CDOTA_Unit_Hero_Weaver,M
5315,CDOTA_Unit_Hero_Shadow_Demon,M
5315,CDOTA_Unit_Hero_Shadow_Demon,M
5317,CDOTA_Unit_Hero_Abaddon,M
5319,CDOTA_Unit_Hero_Weaver,M
5321,CDOTA_Unit_Hero_Shadow_Demon,M
5321,CDOTA_Unit_Hero_Shadow_Demon,M
5323,CDOTA_Unit_Hero_Weaver,M
5325,CDOTA_Unit_Hero_TrollWarlord,M
5325,CDOTA_Unit_Hero_TrollWarlord,M
5327,CDOTA_Unit_Hero_Shadow_Demon,M
5327,CDOTA_Unit_Hero_Shadow_Demon,M
5331,CDOTA_Unit_Hero_TrollWarlord,M
5331,CDOTA_Unit_Hero_Weaver,M
5331,CDOTA_Unit_Hero_TrollWarlord,M
5331,CDOTA_Unit_Hero_Shadow_Demon,M
5331,CDOTA_Unit_Hero_Shadow_Demon,M
5333,CDOTA_Unit_Hero_Mars,M
5333,CDOTA_Unit_Hero_Mars,M
5337,CDOTA_Unit_Hero_Shadow_Demon,M
5337,CDOTA_Unit_Hero_Weaver,M
5337,CDOTA_Unit_Hero_Mars,M
5337,CDOTA_Unit_Hero_Shadow_Demon,M
5341,CDOTA_Unit_Hero_Mars,M
5343,CDOTA_Unit_Hero_Shadow_Demon,M
5343,CDOTA_Unit_Hero_Shadow_Demon,M
5345,CDOTA_Unit_Hero_Mars,M
5347,CDOTA_Unit_Hero_Shadow_Demon,M
5349,CDOTA_Unit_Hero_Shadow_Demon,M
5351,CDOTA_Unit_Hero_Mars,M
5353,CDOTA_Unit_Hero_TrollWarlord,M
5353,CDOTA_Unit_Hero_TrollWarlord,M
5353,CDOTA_Unit_Hero_Weaver,M
5353,CDOTA_Unit_Hero_Mars,M
5353,CDOTA_Unit_Hero_Shadow_Demon,M
5355,CDOTA_Unit_Hero_Shadow_Demon,M
5359,CDOTA_Unit_Hero_TrollWarlord,M
5359,CDOTA_Unit_Hero_Weaver,M
5359,CDOTA_Unit_Hero_TrollWarlord,M
5363,CDOTA_Unit_Hero_EmberSpirit,M
5363,CDOTA_Unit_Hero_EmberSpirit,M
5363,CDOTA_Unit_Hero_Lina,M
5365,CDOTA_Unit_Hero_Abaddon,M
5367,CDOTA_Unit_Hero_EmberSpirit,M
5367,CDOTA_Unit_Hero_Mars,M
5367,CDOTA_Unit_Hero_Mars,M
5367,CDOTA_Unit_Hero_Weaver,M
5369,CDOTA_Unit_Hero_EmberSpirit,M
5369,CDOTA_Unit_Hero_Lina,M
5369,CDOTA_Unit_Hero_TrollWarlord,M
5369,CDOTA_Unit_Hero_TrollWarlord,M
5371,CDOTA_Unit_Hero_Mars,M
5373,CDOTA_Unit_Hero_Mars,M
5375,CDOTA_Unit_Hero_TrollWarlord,M
5375,CDOTA_Unit_Hero_TrollWarlord,M
5375,CDOTA_Unit_Hero_Shadow_Demon,M
5375,CDOTA_Unit_Hero_DarkSeer,M
5377,CDOTA_Unit_Hero_Shadow_Demon,M
5379,CDOTA_Unit_Hero_Mars,M
5379,CDOTA_Unit_Hero_TrollWarlord,M
5381,CDOTA_Unit_Hero_EmberSpirit,M
5381,CDOTA_Unit_Hero_EmberSpirit,M
5381,CDOTA_Unit_Hero_TrollWarlord,M
5381,CDOTA_Unit_Hero_Shadow_Demon,M
5383,CDOTA_Unit_Hero_Shadow_Demon,M
5385,CDOTA_Unit_Hero_EmberSpirit,M
5385,CDOTA_Unit_Hero_EmberSpirit,M
5387,CDOTA_Unit_Hero_Shadow_Demon,M
5387,CDOTA_Unit_Hero_Shadow_Demon,M
5389,CDOTA_Unit_Hero_EmberSpirit,M
5391,CDOTA_Unit_Hero_EmberSpirit,M
5391,CDOTA_Unit_Hero_TrollWarlord,M
5391,CDOTA_Unit_Hero_TrollWarlord,M
5393,CDOTA_Unit_Hero_EmberSpirit,M
5393,CDOTA_Unit_Hero_Shadow_Demon,M
5393,CDOTA_Unit_Hero_Shadow_Demon,M
5395,CDOTA_Unit_Hero_EmberSpirit,M
5397,CDOTA_Unit_Hero_TrollWarlord,M
5397,CDOTA_Unit_Hero_TrollWarlord,M
5399,CDOTA_Unit_Hero_Lina,M
5399,CDOTA_Unit_Hero_Shadow_Demon,M
5399,CDOTA_Unit_Hero_Shadow_Demon,M
5403,CDOTA_Unit_Hero_Lina,M
5405,CDOTA_Unit_Hero_Shadow_Demon,M
5405,CDOTA_Unit_Hero_Shadow_Demon,M
5409,CDOTA_Unit_Hero_Shadow_Demon,M
5411,CDOTA_Unit_Hero_Shadow_Demon,M
5415,CDOTA_Unit_Hero_Shadow_Demon,M
5417,CDOTA_Unit_Hero_Shadow_Demon,M
5421,CDOTA_Unit_Hero_Shadow_Demon,M
5421,CDOTA_Unit_Hero_Shadow_Demon,M
5427,CDOTA_Unit_Hero_TrollWarlord,M
5427,CDOTA_Unit_Hero_TrollWarlord,M
5427,CDOTA_Unit_Hero_Shadow_Demon,M
5427,CDOTA_Unit_Hero_Shadow_Demon,M
5427,CDOTA_Unit_Hero_Lina,M
5427,CDOTA_Unit_Hero_SpiritBreaker,M
5431,CDOTA_Unit_Hero_Shadow_Demon,M
5431,CDOTA_Unit_Hero_Shadow_Demon,M
5435,CDOTA_Unit_Hero_SpiritBreaker,M
5437,CDOTA_Unit_Hero_Shadow_Demon,M
5437,CDOTA_Unit_Hero_Shadow_Demon,M
5439,CDOTA_Unit_Hero_EmberSpirit,M
5439,CDOTA_Unit_Hero_EmberSpirit,M
5443,CDOTA_Unit_Hero_EmberSpirit,M
5443,CDOTA_Unit_Hero_EmberSpirit,M
5443,CDOTA_Unit_Hero_Shadow_Demon,M
5443,CDOTA_Unit_Hero_Shadow_Demon,M
5447,CDOTA_Unit_Hero_EmberSpirit,M
5447,CDOTA_Unit_Hero_EmberSpirit,M
5447,CDOTA_Unit_Hero_Shadow_Demon,M
5449,CDOTA_Unit_Hero_TrollWarlord,M
5449,CDOTA_Unit_Hero_TrollWarlord,M
5449,CDOTA_Unit_Hero_Shadow_Demon,M
5453,CDOTA_Unit_Hero_EmberSpirit,M
5453,CDOTA_Unit_Hero_EmberSpirit,M
5453,CDOTA_Unit_Hero_TrollWarlord,M
5453,CDOTA_Unit_Hero_TrollWarlord,M
5453,CDOTA_Unit_Hero_Shadow_Demon,M
5455,CDOTA_Unit_Hero_Shadow_Demon,M
5457,CDOTA_Unit_Hero_EmberSpirit,M
5459,CDOTA_Unit_Hero_EmberSpirit,M
5459,CDOTA_Unit_Hero_Shadow_Demon,M
5459,CDOTA_Unit_Hero_Shadow_Demon,M
5463,CDOTA_Unit_Hero_EmberSpirit,M
5463,CDOTA_Unit_Hero_EmberSpirit,M
5463,CDOTA_Unit_Hero_Shadow_Demon,M
5463,CDOTA_Unit_Hero_Shadow_Demon,M
5469,CDOTA_Unit_Hero_EmberSpirit,M
5469,CDOTA_Unit_Hero_EmberSpirit,M
5469,CDOTA_Unit_Hero_Shadow_Demon,M
5469,CDOTA_Unit_Hero_Shadow_Demon,M
5475,CDOTA_Unit_Hero_EmberSpirit,M
5475,CDOTA_Unit_Hero_EmberSpirit,M
5475,CDOTA_Unit_Hero_Lina,M
5479,CDOTA_Unit_Hero_EmberSpirit,M
5479,CDOTA_Unit_Hero_Lina,M
5481,CDOTA_Unit_Hero_EmberSpirit,M
5483,CDOTA_Unit_Hero_Lina,M
5485,CDOTA_Unit_Hero_EmberSpirit,M
5487,CDOTA_Unit_Hero_EmberSpirit,M
5487,CDOTA_Unit_Hero_Weaver,M
5489,CDOTA_Unit_Hero_EmberSpirit,M
5491,CDOTA_Unit_Hero_EmberSpirit,M
5491,CDOTA_Unit_Hero_SpiritBreaker,M
5491,CDOTA_Unit_Hero_Weaver,M
5497,CDOTA_Unit_Hero_EmberSpirit,M
5497,CDOTA_Unit_Hero_EmberSpirit,M
5499,CDOTA_Unit_Hero_SpiritBreaker,M
5501,CDOTA_Unit_Hero_EmberSpirit,M
5503,CDOTA_Unit_Hero_EmberSpirit,A
5507,CDOTA_Unit_Hero_SpiritBreaker,M
5509,CDOTA_Unit_Hero_EmberSpirit,A
5509,CDOTA_Unit_Hero_EmberSpirit,M
5511,CDOTA_Unit_Hero_EmberSpirit,M
5511,CDOTA_Unit_Hero_TrollWarlord,M
5511,CDOTA_Unit_Hero_TrollWarlord,M
5515,CDOTA_Unit_Hero_SpiritBreaker,M
5515,CDOTA_Unit_Hero_Weaver,M
5517,CDOTA_Unit_Hero_TrollWarlord,M
5517,CDOTA_Unit_Hero_TrollWarlord,M
5521,CDOTA_Unit_Hero_Weaver,M
5523,CDOTA_Unit_Hero_SpiritBreaker,M
5533,CDOTA_Unit_Hero_EmberSpirit,A
5537,CDOTA_Unit_Hero_EmberSpirit,A
5539,CDOTA_Unit_Hero_EmberSpirit,M
5539,CDOTA_Unit_Hero_Mars,M
5539,CDOTA_Unit_Hero_Mars,M
5541,CDOTA_Unit_Hero_EmberSpirit,M
5543,CDOTA_Unit_Hero_Mars,M
5545,CDOTA_Unit_Hero_EmberSpirit,M
5547,CDOTA_Unit_Hero_EmberSpirit,M
5547,CDOTA_Unit_Hero_Mars,M
5551,CDOTA_Unit_Hero_TrollWarlord,M
5551,CDOTA_Unit_Hero_TrollWarlord,M
5553,CDOTA_Unit_Hero_EmberSpirit,M
5553,CDOTA_Unit_Hero_EmberSpirit,M
5553,CDOTA_Unit_Hero_Mars,M
5555,CDOTA_Unit_Hero_Mars,M
5557,CDOTA_Unit_Hero_EmberSpirit,M
5559,CDOTA_Unit_Hero_Mars,M
5561,CDOTA_Unit_Hero_EmberSpirit,A
5563,CDOTA_Unit_Hero_TrollWarlord,M
5563,CDOTA_Unit_Hero_TrollWarlord,M
5563,CDOTA_Unit_Hero_Shadow_Demon,M
5563,CDOTA_Unit_Hero_Shadow_Demon,M
5567,CDOTA_Unit_Hero_EmberSpirit,A
5569,CDOTA_Unit_Hero_EmberSpirit,M
5569,CDOTA_Unit_Hero_EmberSpirit,M
