Tick,Hero,Action
4538,CDOTA_Unit_Hero_VengefulSpirit,M
4544,CDOTA_Unit_Hero_VengefulSpirit,M
4544,CDOTA_Unit_Hero_EmberSpirit,M
4544,CDOTA_Unit_Hero_EmberSpirit,M
4556,CDOTA_Unit_Hero_EmberSpirit,M
4558,CDOTA_Unit_Hero_VengefulSpirit,M
4562,CDOTA_Unit_Hero_VengefulSpirit,M
4568,CDOTA_Unit_Hero_EmberSpirit,M
4570,CDOTA_Unit_Hero_EmberSpirit,M
4582,CDOTA_Unit_Hero_Shredder,M
4582,CDOTA_Unit_Hero_VengefulSpirit,M
4582,CDOTA_Unit_Hero_Shredder,M
4590,CDOTA_Unit_Hero_Gyrocopter,M
4590,CDOTA_Unit_Hero_VengefulSpirit,M
4590,CDOTA_Unit_Hero_Gyrocopter,M
4592,CDOTA_Unit_Hero_Furion,M
4594,CDOTA_Unit_Hero_Gyrocopter,M
4596,CDOTA_Unit_Hero_VengefulSpirit,M
4598,CDOTA_Unit_Hero_Gyrocopter,M
4600,CDOTA_Unit_Hero_Furion,M
4602,CDOTA_Unit_Hero_Shredder,M
4604,CDOTA_Unit_Hero_Shredder,M
4604,CDOTA_Unit_Hero_Gyrocopter,M
4606,CDOTA_Unit_Hero_Gyrocopter,M
4606,CDOTA_Unit_Hero_Furion,M
4608,CDOTA_Unit_Hero_Shredder,M
4608,CDOTA_Unit_Hero_PhantomLancer,M
4610,CDOTA_Unit_Hero_Shredder,M
4610,CDOTA_Unit_Hero_PhantomLancer,M
4614,CDOTA_Unit_Hero_Shredder,M
4614,CDOTA_Unit_Hero_PhantomLancer,M
4614,CDOTA_Unit_Hero_Furion,M
4616,CDOTA_Unit_Hero_Shredder,M
4618,CDOTA_Unit_Hero_PhantomLancer,M
4620,CDOTA_Unit_Hero_VengefulSpirit,M
4620,CDOTA_Unit_Hero_Abaddon,M
4624,CDOTA_Unit_Hero_PhantomLancer,M
4626,CDOTA_Unit_Hero_PhantomLancer,M
4626,CDOTA_Unit_Hero_Furion,M
4626,CDOTA_Unit_Hero_Windrunner,M
4626,CDOTA_Unit_Hero_Zuus,M
4628,CDOTA_Unit_Hero_VengefulSpirit,M
4628,CDOTA_Unit_Hero_Abaddon,M
4630,CDOTA_Unit_Hero_Zuus,M
4632,CDOTA_Unit_Hero_Windrunner,M
4634,CDOTA_Unit_Hero_Lion,M
4634,CDOTA_Unit_Hero_Zuus,M
4640,CDOTA_Unit_Hero_VengefulSpirit,M
4640,CDOTA_Unit_Hero_Lion,M
4640,CDOTA_Unit_Hero_EmberSpirit,M
4640,CDOTA_Unit_Hero_PhantomLancer,M
4640,CDOTA_Unit_Hero_Zuus,M
4642,CDOTA_Unit_Hero_EmberSpirit,M
4642,CDOTA_Unit_Hero_PhantomLancer,M
4644,CDOTA_Unit_Hero_Abaddon,M
4644,CDOTA_Unit_Hero_Furion,M
4644,CDOTA_Unit_Hero_Zuus,M
4646,CDOTA_Unit_Hero_EmberSpirit,M
4648,CDOTA_Unit_Hero_VengefulSpirit,M
4650,CDOTA_Unit_Hero_EmberSpirit,M
4650,CDOTA_Unit_Hero_Zuus,M
4650,CDOTA_Unit_Hero_Shredder,M
4652,CDOTA_Unit_Hero_Shredder,M
4652,CDOTA_Unit_Hero_Lion,M
4654,CDOTA_Unit_Hero_EmberSpirit,M
4654,CDOTA_Unit_Hero_Zuus,M
4658,CDOTA_Unit_Hero_EmberSpirit,M
4658,CDOTA_Unit_Hero_Abaddon,M
4660,CDOTA_Unit_Hero_Zuus,M
4662,CDOTA_Unit_Hero_PhantomLancer,M
4662,CDOTA_Unit_Hero_PhantomLancer,M
4664,CDOTA_Unit_Hero_Zuus,M
4666,CDOTA_Unit_Hero_PhantomLancer,M
4670,CDOTA_Unit_Hero_Zuus,M
4672,CDOTA_Unit_Hero_Furion,M
4674,CDOTA_Unit_Hero_Abaddon,M
4676,CDOTA_Unit_Hero_Zuus,M
4680,CDOTA_Unit_Hero_Lion,M
4680,CDOTA_Unit_Hero_Abaddon,M
4682,CDOTA_Unit_Hero_VengefulSpirit,M
4682,CDOTA_Unit_Hero_Zuus,M
4684,CDOTA_Unit_Hero_EmberSpirit,M
4684,CDOTA_Unit_Hero_EmberSpirit,M
4686,CDOTA_Unit_Hero_Abaddon,M
4686,CDOTA_Unit_Hero_Zuus,M
4688,CDOTA_Unit_Hero_Shredder,M
4688,CDOTA_Unit_Hero_Shredder,M
4688,CDOTA_Unit_Hero_Lion,M
4692,CDOTA_Unit_Hero_Windrunner,M
4692,CDOTA_Unit_Hero_Zuus,M
4694,CDOTA_Unit_Hero_Shredder,M
4694,CDOTA_Unit_Hero_Shredder,M
4696,CDOTA_Unit_Hero_Lion,M
4696,CDOTA_Unit_Hero_Windrunner,M
4696,CDOTA_Unit_Hero_Abaddon,M
4698,CDOTA_Unit_Hero_Zuus,M
4700,CDOTA_Unit_Hero_Lion,M
4704,CDOTA_Unit_Hero_Abaddon,M
4704,CDOTA_Unit_Hero_Zuus,M
4704,CDOTA_Unit_Hero_Lion,M
4706,CDOTA_Unit_Hero_VengefulSpirit,M
4710,CDOTA_Unit_Hero_VengefulSpirit,M
4712,CDOTA_Unit_Hero_Lion,M
4714,CDOTA_Unit_Hero_Abaddon,M
4718,CDOTA_Unit_Hero_Zuus,M
4718,CDOTA_Unit_Hero_Lion,M
4720,CDOTA_Unit_Hero_Zuus,M
4720,CDOTA_Unit_Hero_PhantomLancer,M
4720,CDOTA_Unit_Hero_PhantomLancer,M
4722,CDOTA_Unit_Hero_Zuus,M
4722,CDOTA_Unit_Hero_Lion,M
