Tick,Hero,Action
3604,CDOTA_Unit_Hero_Invoker,M
3608,CDOTA_Unit_Hero_Invoker,M
3616,CDOTA_Unit_Hero_Puck,M
3618,CDOTA_Unit_Hero_Invoker,M
3620,CDOTA_Unit_Hero_Invoker,M
3620,CDOTA_Unit_Hero_Puck,M
3622,CDOTA_Unit_Hero_Invoker,M
3626,CDOTA_Unit_Hero_Juggernaut,M
3628,CDOTA_Unit_Hero_Invoker,M
3628,CDOTA_Unit_Hero_Puck,M
3634,CDOTA_Unit_Hero_Puck,M
3634,CDOTA_Unit_Hero_Venomancer,M
3634,CDOTA_Unit_Hero_Juggernaut,M
3638,CDOTA_Unit_Hero_Puck,M
3640,CDOTA_Unit_Hero_Venomancer,M
3640,CDOTA_Unit_Hero_Invoker,M
3640,CDOTA_Unit_Hero_Juggernaut,M
3640,CDOTA_Unit_Hero_Puck,S
3640,CDOTA_Unit_Hero_KeeperOfTheLight,M
3642,CDOTA_Unit_Hero_Bloodseeker,M
3644,CDOTA_Unit_Hero_Puck,M
3644,CDOTA_Unit_Hero_KeeperOfTheLight,M
3648,CDOTA_Unit_Hero_Bloodseeker,M
3650,CDOTA_Unit_Hero_Puck,M
3652,CDOTA_Unit_Hero_Bloodseeker,M
3652,CDOTA_Unit_Hero_Juggernaut,M
3652,CDOTA_Unit_Hero_Venomancer,M
3656,CDOTA_Unit_Hero_Juggernaut,M
3658,CDOTA_Unit_Hero_Puck,M
3660,CDOTA_Unit_Hero_Venomancer,M
3662,CDOTA_Unit_Hero_KeeperOfTheLight,M
3664,CDOTA_Unit_Hero_Puck,M
3666,CDOTA_Unit_Hero_KeeperOfTheLight,M
3668,CDOTA_Unit_Hero_Invoker,M
3668,CDOTA_Unit_Hero_Venomancer,M
3670,CDOTA_Unit_Hero_Puck,M
3672,CDOTA_Unit_Hero_Invoker,M
3674,CDOTA_Unit_Hero_Bloodseeker,M
3678,CDOTA_Unit_Hero_KeeperOfTheLight,M
3680,CDOTA_Unit_Hero_Bloodseeker,M
3682,CDOTA_Unit_Hero_KeeperOfTheLight,M
3686,CDOTA_Unit_Hero_Bloodseeker,M
3686,CDOTA_Unit_Hero_Invoker,M
3686,CDOTA_Unit_Hero_KeeperOfTheLight,M
3692,CDOTA_Unit_Hero_Bloodseeker,M
3692,CDOTA_Unit_Hero_KeeperOfTheLight,M
3692,CDOTA_Unit_Hero_Invoker,M
3696,CDOTA_Unit_Hero_KeeperOfTheLight,M
3698,CDOTA_Unit_Hero_Invoker,M
3704,CDOTA_Unit_Hero_Invoker,M
3706,CDOTA_Unit_Hero_Abaddon,M
3710,CDOTA_Unit_Hero_Venomancer,M
3714,CDOTA_Unit_Hero_Venomancer,M
3716,CDOTA_Unit_Hero_Invoker,M
3716,CDOTA_Unit_Hero_Puck,M
3718,CDOTA_Unit_Hero_KeeperOfTheLight,M
3722,CDOTA_Unit_Hero_Invoker,M
3724,CDOTA_Unit_Hero_Puck,M
3728,CDOTA_Unit_Hero_Puck,M
3736,CDOTA_Unit_Hero_KeeperOfTheLight,M
3740,CDOTA_Unit_Hero_Invoker,M
3740,CDOTA_Unit_Hero_Puck,M
3744,CDOTA_Unit_Hero_KeeperOfTheLight,M
3748,CDOTA_Unit_Hero_Abaddon,M
3750,CDOTA_Unit_Hero_KeeperOfTheLight,M
3754,CDOTA_Unit_Hero_Invoker,M
3758,CDOTA_Unit_Hero_Invoker,M
3764,CDOTA_Unit_Hero_Bloodseeker,M
3770,CDOTA_Unit_Hero_Bloodseeker,M
3770,CDOTA_Unit_Hero_Abaddon,M
3778,CDOTA_Unit_Hero_KeeperOfTheLight,M
3784,CDOTA_Unit_Hero_MonkeyKing,M
3786,CDOTA_Unit_Hero_Abaddon,M
3788,CDOTA_Unit_Hero_MonkeyKing,M
3790,CDOTA_Unit_Hero_Abaddon,M
3794,CDOTA_Unit_Hero_MonkeyKing,M
3798,CDOTA_Unit_Hero_KeeperOfTheLight,M
3800,CDOTA_Unit_Hero_MonkeyKing,M
3806,CDOTA_Unit_Hero_MonkeyKing,M
3806,CDOTA_Unit_Hero_KeeperOfTheLight,M
3810,CDOTA_Unit_Hero_Abaddon,M
3810,CDOTA_Unit_Hero_KeeperOfTheLight,M
3812,CDOTA_Unit_Hero_MonkeyKing,M
3814,CDOTA_Unit_Hero_KeeperOfTheLight,M
3816,CDOTA_Unit_Hero_MonkeyKing,M
3818,CDOTA_Unit_Hero_Bloodseeker,M
3822,CDOTA_Unit_Hero_KeeperOfTheLight,M
3822,CDOTA_Unit_Hero_MonkeyKing,M
3824,CDOTA_Unit_Hero_Bloodseeker,M
3826,CDOTA_Unit_Hero_Puck,M
3828,CDOTA_Unit_Hero_MonkeyKing,M
3830,CDOTA_Unit_Hero_Bloodseeker,M
3832,CDOTA_Unit_Hero_Abaddon,M
3834,CDOTA_Unit_Hero_MonkeyKing,M
3838,CDOTA_Unit_Hero_Abaddon,M
3842,CDOTA_Unit_Hero_MonkeyKing,M
3844,CDOTA_Unit_Hero_Abaddon,M
3848,CDOTA_Unit_Hero_MonkeyKing,M
3850,CDOTA_Unit_Hero_Abaddon,M
3854,CDOTA_Unit_Hero_MonkeyKing,M
