Tick,Hero,Action
3498,CDOTA_Unit_Hero_Mars,M
3498,CDOTA_Unit_Hero_Mars,M
3524,CDOTA_Unit_Hero_Mars,M
3524,CDOTA_Unit_Hero_Mars,M
3524,CDOTA_Unit_Hero_Lina,M
3524,CDOTA_Unit_Hero_Lina,M
3528,CDOTA_Unit_Hero_WitchDoctor,M
3528,CDOTA_Unit_Hero_Lina,M
3530,CDOTA_Unit_Hero_Mars,M
3530,CDOTA_Unit_Hero_Lina,M
3530,CDOTA_Unit_Hero_Mars,M
3534,CDOTA_Unit_Hero_Mars,M
3534,CDOTA_Unit_Hero_WitchDoctor,M
3534,CDOTA_Unit_Hero_Lina,M
3534,CDOTA_Unit_Hero_Lina,M
3536,CDOTA_Unit_Hero_Mars,M
3536,CDOTA_Unit_Hero_Pudge,M
3538,CDOTA_Unit_Hero_Mars,M
3538,CDOTA_Unit_Hero_Lina,M
3540,CDOTA_Unit_Hero_Mars,M
3540,CDOTA_Unit_Hero_Lina,M
3540,CDOTA_Unit_Hero_Pudge,M
3542,CDOTA_Unit_Hero_Mars,M
3544,CDOTA_Unit_Hero_Mars,M
3544,CDOTA_Unit_Hero_MonkeyKing,M
3546,CDOTA_Unit_Hero_MonkeyKing,M
3548,CDOTA_Unit_Hero_MonkeyKing,M
3550,CDOTA_Unit_Hero_MonkeyKing,M
3552,CDOTA_Unit_Hero_MonkeyKing,M
3556,CDOTA_Unit_Hero_Lina,M
3556,CDOTA_Unit_Hero_Lina,M
3558,CDOTA_Unit_Hero_Pudge,M
3560,CDOTA_Unit_Hero_Mars,M
3560,CDOTA_Unit_Hero_WitchDoctor,M
3560,CDOTA_Unit_Hero_Mars,M
3560,CDOTA_Unit_Hero_Abaddon,M
3562,CDOTA_Unit_Hero_Lina,M
3562,CDOTA_Unit_Hero_Lina,M
3564,CDOTA_Unit_Hero_Pudge,M
3566,CDOTA_Unit_Hero_Mars,M
3566,CDOTA_Unit_Hero_Mars,M
3568,CDOTA_Unit_Hero_Abaddon,M
3568,CDOTA_Unit_Hero_Lina,M
3568,CDOTA_Unit_Hero_Lina,M
3570,CDOTA_Unit_Hero_Mars,M
3570,CDOTA_Unit_Hero_Mars,M
3572,CDOTA_Unit_Hero_Pudge,M
3572,CDOTA_Unit_Hero_Lina,M
3572,CDOTA_Unit_Hero_Lina,M
3574,CDOTA_Unit_Hero_Mars,M
3574,CDOTA_Unit_Hero_Abaddon,M
3574,CDOTA_Unit_Hero_Mars,M
3578,CDOTA_Unit_Hero_Pudge,M
3578,CDOTA_Unit_Hero_Mars,M
3578,CDOTA_Unit_Hero_Mars,M
3580,CDOTA_Unit_Hero_WitchDoctor,M
3582,CDOTA_Unit_Hero_Pudge,M
3584,CDOTA_Unit_Hero_Lina,M
