Tick,Hero,Action
3313,CDOTA_Unit_Hero_BountyHunter,M
3315,CDOTA_Unit_Hero_Omniknight,M
3315,CDOTA_Unit_Hero_BountyHunter,M
3317,CDOTA_Unit_Hero_Omniknight,M
3323,CDOTA_Unit_Hero_Omniknight,M
3323,CDOTA_Unit_Hero_BountyHunter,M
3325,CDOTA_Unit_Hero_BountyHunter,M
3327,CDOTA_Unit_Hero_Omniknight,M
3329,CDOTA_Unit_Hero_Omniknight,M
3335,CDOTA_Unit_Hero_Omniknight,M
3335,CDOTA_Unit_Hero_BountyHunter,M
3339,CDOTA_Unit_Hero_Omniknight,M
3345,CDOTA_Unit_Hero_Leshrac,M
3345,CDOTA_Unit_Hero_Leshrac,M
3349,CDOTA_Unit_Hero_Leshrac,M
3351,CDOTA_Unit_Hero_Leshrac,M
3351,CDOTA_Unit_Hero_Slark,M
3353,CDOTA_Unit_Hero_BountyHunter,M
3355,CDOTA_Unit_Hero_Leshrac,M
3355,CDOTA_Unit_Hero_Clinkz,M
3355,CDOTA_Unit_Hero_Clinkz,M
3355,CDOTA_Unit_Hero_Omniknight,M
3355,CDOTA_Unit_Hero_Leshrac,M
3357,CDOTA_Unit_Hero_Nevermore,M
3357,CDOTA_Unit_Hero_Slark,M
3359,CDOTA_Unit_Hero_BountyHunter,M
3361,CDOTA_Unit_Hero_Omniknight,M
3361,CDOTA_Unit_Hero_Clinkz,M
3361,CDOTA_Unit_Hero_BountyHunter,M
3361,CDOTA_Unit_Hero_Clinkz,M
3363,CDOTA_Unit_Hero_Slark,M
3363,CDOTA_Unit_Hero_Nevermore,M
3365,CDOTA_Unit_Hero_Leshrac,M
3365,CDOTA_Unit_Hero_Omniknight,M
3365,CDOTA_Unit_Hero_Leshrac,M
3367,CDOTA_Unit_Hero_BountyHunter,M
3369,CDOTA_Unit_Hero_Nevermore,M
3369,CDOTA_Unit_Hero_Leshrac,M
3369,CDOTA_Unit_Hero_Razor,M
3369,CDOTA_Unit_Hero_Leshrac,M
3369,CDOTA_Unit_Hero_Clinkz,M
3371,CDOTA_Unit_Hero_BountyHunter,M
3371,CDOTA_Unit_Hero_Clinkz,M
3373,CDOTA_Unit_Hero_Pudge,M
3373,CDOTA_Unit_Hero_Omniknight,M
3373,CDOTA_Unit_Hero_Razor,M
3375,CDOTA_Unit_Hero_Clinkz,M
3377,CDOTA_Unit_Hero_Abaddon,M
3377,CDOTA_Unit_Hero_Clinkz,M
3379,CDOTA_Unit_Hero_Pudge,M
3379,CDOTA_Unit_Hero_Omniknight,M
3381,CDOTA_Unit_Hero_Slark,M
3383,CDOTA_Unit_Hero_Abaddon,M
3383,CDOTA_Unit_Hero_Omniknight,M
3385,CDOTA_Unit_Hero_Pudge,M
3385,CDOTA_Unit_Hero_Slark,M
3387,CDOTA_Unit_Hero_Omniknight,M
3387,CDOTA_Unit_Hero_Abaddon,M
3389,CDOTA_Unit_Hero_Pudge,M
3391,CDOTA_Unit_Hero_Slark,M
3391,CDOTA_Unit_Hero_Omniknight,M
3393,CDOTA_Unit_Hero_Pudge,M
3395,CDOTA_Unit_Hero_Omniknight,M
3397,CDOTA_Unit_Hero_Leshrac,M
3397,CDOTA_Unit_Hero_Razor,M
3397,CDOTA_Unit_Hero_Leshrac,M
3399,CDOTA_Unit_Hero_Pudge,M
3399,CDOTA_Unit_Hero_Omniknight,M
3401,CDOTA_Unit_Hero_Leshrac,M
3401,CDOTA_Unit_Hero_Leshrac,M
3401,CDOTA_Unit_Hero_Razor,M
3403,CDOTA_Unit_Hero_Abaddon,M
3405,CDOTA_Unit_Hero_Omniknight,M
3407,CDOTA_Unit_Hero_Leshrac,A
3409,CDOTA_Unit_Hero_Abaddon,M
3409,CDOTA_Unit_Hero_Omniknight,M
3415,CDOTA_Unit_Hero_Omniknight,M
3417,CDOTA_Unit_Hero_Nevermore,M
3417,CDOTA_Unit_Hero_Razor,M
3417,CDOTA_Unit_Hero_Clinkz,M
3417,CDOTA_Unit_Hero_Abaddon,M
3419,CDOTA_Unit_Hero_Omniknight,M
3419,CDOTA_Unit_Hero_Clinkz,M
3421,CDOTA_Unit_Hero_Nevermore,M
3423,CDOTA_Unit_Hero_Abaddon,M
3423,CDOTA_Unit_Hero_Razor,M
3429,CDOTA_Unit_Hero_Abaddon,M
3429,CDOTA_Unit_Hero_Razor,M
3435,CDOTA_Unit_Hero_Abaddon,M
3437,CDOTA_Unit_Hero_Razor,M
3439,CDOTA_Unit_Hero_BountyHunter,M
3441,CDOTA_Unit_Hero_Razor,M
3443,CDOTA_Unit_Hero_Nevermore,M
3443,CDOTA_Unit_Hero_Clinkz,M
3443,CDOTA_Unit_Hero_Clinkz,M
