Tick,Hero,Action
4309,CDOTA_Unit_Hero_Magnataur,M
4315,CDOTA_Unit_Hero_Magnataur,M
4323,CDOTA_Unit_Hero_Magnataur,M
4327,CDOTA_Unit_Hero_SpiritBreaker,M
4339,CDOTA_Unit_Hero_Magnataur,M
4341,CDOTA_Unit_Hero_Disruptor,M
4341,CDOTA_Unit_Hero_SpiritBreaker,M
4345,CDOTA_Unit_Hero_SpiritBreaker,M
4347,CDOTA_Unit_Hero_Disruptor,M
4347,CDOTA_Unit_Hero_PhantomLancer,M
4349,CDOTA_Unit_Hero_PhantomLancer,M
4349,CDOTA_Unit_Hero_Magnataur,M
4357,CDOTA_Unit_Hero_Magnataur,M
4359,CDOTA_Unit_Hero_Juggernaut,M
4359,CDOTA_Unit_Hero_Juggernaut,M
4361,CDOTA_Unit_Hero_Earthshaker,M
4363,CDOTA_Unit_Hero_Juggernaut,M
4363,CDOTA_Unit_Hero_Disruptor,M
4363,CDOTA_Unit_Hero_Juggernaut,M
4365,CDOTA_Unit_Hero_PhantomLancer,M
4367,CDOTA_Unit_Hero_PhantomLancer,M
4367,CDOTA_Unit_Hero_Earthshaker,M
4367,CDOTA_Unit_Hero_SpiritBreaker,M
4367,CDOTA_Unit_Hero_Disruptor,M
4373,CDOTA_Unit_Hero_Earthshaker,M
4373,CDOTA_Unit_Hero_SpiritBreaker,M
4373,CDOTA_Unit_Hero_Disruptor,M
4375,CDOTA_Unit_Hero_Magnataur,M
4377,CDOTA_Unit_Hero_PhantomLancer,M
4379,CDOTA_Unit_Hero_PhantomLancer,M
4379,CDOTA_Unit_Hero_Disruptor,M
4381,CDOTA_Unit_Hero_Abaddon,M
4385,CDOTA_Unit_Hero_Pudge,M
4385,CDOTA_Unit_Hero_Pudge,M
4385,CDOTA_Unit_Hero_Disruptor,M
4387,CDOTA_Unit_Hero_Magnataur,M
4389,CDOTA_Unit_Hero_Abaddon,M
4391,CDOTA_Unit_Hero_Pudge,M
4391,CDOTA_Unit_Hero_Earthshaker,M
4391,CDOTA_Unit_Hero_Disruptor,M
4393,CDOTA_Unit_Hero_Juggernaut,M
4393,CDOTA_Unit_Hero_Pudge,M
4393,CDOTA_Unit_Hero_Magnataur,M
4395,CDOTA_Unit_Hero_Juggernaut,M
4395,CDOTA_Unit_Hero_Earthshaker,M
4395,CDOTA_Unit_Hero_Pudge,M
4397,CDOTA_Unit_Hero_Abaddon,M
4397,CDOTA_Unit_Hero_Pudge,M
4397,CDOTA_Unit_Hero_Disruptor,M
4399,CDOTA_Unit_Hero_Earthshaker,M
4403,CDOTA_Unit_Hero_Magnataur,M
4403,CDOTA_Unit_Hero_Disruptor,M
4403,CDOTA_Unit_Hero_Pudge,M
4405,CDOTA_Unit_Hero_Juggernaut,M
4407,CDOTA_Unit_Hero_Juggernaut,M
4409,CDOTA_Unit_Hero_SpiritBreaker,M
4411,CDOTA_Unit_Hero_Juggernaut,M
4411,CDOTA_Unit_Hero_Abaddon,M
4413,CDOTA_Unit_Hero_Juggernaut,M
4413,CDOTA_Unit_Hero_Disruptor,M
4415,CDOTA_Unit_Hero_Magnataur,M
4415,CDOTA_Unit_Hero_Pudge,M
4417,CDOTA_Unit_Hero_Pudge,M
