Tick,Hero,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,
4175,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,null,item_sobi_mask,item_branches,null,null,null
4175,CDOTA_Unit_Hero_FacelessVoid,item_quelling_blade,item_magic_stick,item_tango,item_branches,item_branches,item_faerie_fire,null,null,null
4175,CDOTA_Unit_Hero_Enchantress,item_blight_stone,null,null,null,null,null,null,null,null
4175,CDOTA_Unit_Hero_Mars,null,null,null,null,null,null,null,null,null
4177,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,item_tango,item_ward_observer,item_branches,null,null,null
4177,CDOTA_Unit_Hero_Luna,null,null,null,null,null,null,null,null,null
4177,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,item_ward_observer,null,null,null
4179,CDOTA_Unit_Hero_Puck,item_branches,item_branches,item_branches,item_tango,item_ward_observer,null,null,null,null
4179,CDOTA_Unit_Hero_Broodmother,item_tango,item_ring_of_protection,item_branches,null,item_quelling_blade,item_branches,null,null,null
4179,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_ward_sentry,item_enchanted_mango,null,null,null,null,null
4293,CDOTA_Unit_Hero_Enchantress,item_blight_stone,item_tango,null,null,null,null,null,null,null
4313,CDOTA_Unit_Hero_Enchantress,item_blight_stone,item_tango,item_branches,null,null,null,null,null,null
4325,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,item_ward_observer,item_branches,null,null
4329,CDOTA_Unit_Hero_Enchantress,item_blight_stone,item_tango,item_branches,item_faerie_fire,null,null,null,null,null
4359,CDOTA_Unit_Hero_Enchantress,item_blight_stone,item_tango,item_branches,item_faerie_fire,item_ward_sentry,null,null,null,null
4365,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,item_ward_dispenser,item_branches,item_sobi_mask,item_branches,null,null,null
4427,CDOTA_Unit_Hero_Enchantress,item_blight_stone,item_tango,item_branches,null,item_ward_sentry,item_faerie_fire,null,null,null
4509,CDOTA_Unit_Hero_Luna,item_tango,null,null,null,null,null,null,null,null
4529,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,null,null,null,null,null,null,null
4721,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,null,null,null,null,null,null
4759,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,null,null,null,null,null
4769,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,item_branches,null,null,null,null
4773,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,item_branches,item_branches,null,null,null
4823,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,item_branches,null,null,null,null
4905,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,null,null,null,null,null
4929,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,item_circlet,null,null,null,null
5061,CDOTA_Unit_Hero_Mars,item_quelling_blade,null,null,null,null,null,null,null,null
5093,CDOTA_Unit_Hero_Mars,item_quelling_blade,item_gauntlets,null,null,null,null,null,null,null
5103,CDOTA_Unit_Hero_Mars,item_quelling_blade,item_gauntlets,item_circlet,null,null,null,null,null,null
5117,CDOTA_Unit_Hero_Puck,item_branches,item_branches,item_branches,item_tango,null,null,null,null,null
5139,CDOTA_Unit_Hero_Mars,item_quelling_blade,item_gauntlets,item_circlet,item_tango,null,null,null,null,null
5149,CDOTA_Unit_Hero_Mars,item_quelling_blade,item_gauntlets,item_circlet,item_tango,item_enchanted_mango,null,null,null,null
5367,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,null,item_branches,null,null
5413,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,item_ward_sentry,item_branches,item_sobi_mask,item_branches,null,null,null
5533,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,item_branches,item_sobi_mask,item_branches,null,null,null
5607,CDOTA_Unit_Hero_Broodmother,item_ring_of_protection,item_tango,item_branches,null,item_quelling_blade,item_branches,null,null,null
5791,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,item_branches,null,null,null
5843,CDOTA_Unit_Hero_Mars,item_circlet,item_gauntlets,item_quelling_blade,item_tango,item_enchanted_mango,null,null,null,null
5933,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,item_branches,item_sobi_mask,item_branches,null,null,null
5941,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,item_branches,item_sobi_mask,item_branches,null,null,null
6035,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,item_branches,item_sobi_mask,item_branches,null,null,null
6035,CDOTA_Unit_Hero_FacelessVoid,item_tango,item_magic_stick,item_quelling_blade,item_branches,item_branches,item_faerie_fire,null,null,null
6259,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,item_tango,null,item_branches,null,null,null
6375,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,item_branches,item_sobi_mask,item_branches,null,null,null
6993,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,item_branches,item_sobi_mask,item_branches,null,null,null
6997,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,null,item_branches,item_sobi_mask,item_branches,null,null,null
7075,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,item_branches,null,null,null
7423,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,item_branches,null,null,null
7435,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,item_branches,null,null,null
7851,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_ward_sentry,item_enchanted_mango,null,null,null,null,null
7873,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,item_circlet,null,null,null,null
7877,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_ward_sentry,item_enchanted_mango,null,null,null,null,null
7879,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,item_slippers,item_branches,item_circlet,null,null,null,null
7889,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_ward_sentry,item_enchanted_mango,null,null,null,null,null
7945,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,null,item_enchanted_mango,null,null,null,null,null
8313,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,item_flask,item_branches,item_sobi_mask,item_branches,item_ward_sentry,null,null
8525,CDOTA_Unit_Hero_AncientApparition,item_tango,item_faerie_fire,item_flask,item_ward_sentry,item_sobi_mask,item_branches,item_branches,null,null
8549,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,null,item_tango,null,item_branches,null,null,null
8733,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,null,item_branches,item_branches,item_tango,null,null
8741,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_ward_sentry,item_branches,item_branches,item_tango,item_flask,null
8819,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,null,item_branches,item_branches,item_tango,item_flask,null
8907,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_tango,item_branches,item_branches,null,item_flask,null
8935,CDOTA_Unit_Hero_Puck,item_branches,item_branches,item_branches,item_tango,null,null,null,null,null
8939,CDOTA_Unit_Hero_Puck,item_branches,item_branches,item_branches,item_tango,null,null,null,null,null
9041,CDOTA_Unit_Hero_Luna,item_tango,item_quelling_blade,null,item_branches,null,null,null,null,null
9049,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_flask,item_enchanted_mango,item_ward_sentry,null,null,null,null
9053,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,item_tango,null,null,null,null,null
9139,CDOTA_Unit_Hero_FacelessVoid,item_tango,item_magic_stick,item_quelling_blade,item_branches,item_branches,item_faerie_fire,null,null,null
9145,CDOTA_Unit_Hero_FacelessVoid,item_tango,item_magic_stick,item_quelling_blade,item_branches,item_branches,item_faerie_fire,null,null,null
9161,CDOTA_Unit_Hero_Mars,item_circlet,item_gauntlets,item_quelling_blade,item_tango,item_enchanted_mango,null,null,null,null
9573,CDOTA_Unit_Hero_FacelessVoid,item_tango,item_magic_stick,item_quelling_blade,item_branches,item_branches,item_faerie_fire,null,null,null
9575,CDOTA_Unit_Hero_FacelessVoid,item_tango,item_magic_stick,item_quelling_blade,item_branches,item_branches,item_faerie_fire,null,null,null
9575,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,null,null,null,null,null,null
9593,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,null,null,null,null,null,null
9601,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,null,null,null,null,null,null
9729,CDOTA_Unit_Hero_Puck,item_branches,item_branches,item_branches,item_tango,item_bottle,null,null,null,null
9753,CDOTA_Unit_Hero_Mars,item_circlet,item_gauntlets,item_quelling_blade,item_tango,item_enchanted_mango,null,null,null,null
9759,CDOTA_Unit_Hero_Mars,item_circlet,item_gauntlets,item_quelling_blade,item_tango,item_enchanted_mango,null,null,null,null
9791,CDOTA_Unit_Hero_Mars,item_circlet,item_gauntlets,item_quelling_blade,item_tango,item_enchanted_mango,null,null,null,null
9803,CDOTA_Unit_Hero_Mars,item_circlet,item_gauntlets,item_quelling_blade,item_tango,item_enchanted_mango,null,null,null,null
9925,CDOTA_Unit_Hero_Enchantress,item_blight_stone,item_tango,item_branches,null,null,item_faerie_fire,null,null,null
10011,CDOTA_Unit_Hero_Broodmother,item_ring_of_protection,item_tango,item_branches,null,item_quelling_blade,item_branches,null,null,null
10047,CDOTA_Unit_Hero_Broodmother,item_ring_of_protection,item_tango,item_branches,null,item_quelling_blade,item_branches,null,null,null
10143,CDOTA_Unit_Hero_Puck,item_bottle,item_branches,item_branches,item_tango,item_branches,null,null,null,null
10203,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_flask,item_enchanted_mango,item_ward_sentry,null,null,null,null
10275,CDOTA_Unit_Hero_AncientApparition,item_tango,null,item_flask,item_ward_sentry,item_sobi_mask,item_branches,item_branches,null,null
10307,CDOTA_Unit_Hero_FacelessVoid,null,item_magic_stick,item_quelling_blade,item_branches,item_branches,item_faerie_fire,null,null,null
10351,CDOTA_Unit_Hero_AncientApparition,item_tango,null,null,item_ward_sentry,item_sobi_mask,item_branches,item_branches,null,null
10383,CDOTA_Unit_Hero_AncientApparition,item_tango,item_branches,null,item_ward_sentry,item_sobi_mask,item_branches,null,null,null
10431,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,item_bottle,null,null,null,null,null
10439,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,null,item_branches,item_branches,null,item_flask,null
10449,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,null,item_branches,item_branches,null,item_flask,null
10461,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,null,item_branches,item_branches,null,item_flask,null
10491,CDOTA_Unit_Hero_DarkWillow,item_ring_of_protection,item_faerie_fire,item_circlet,item_flask,item_branches,item_branches,null,null,null
10497,CDOTA_Unit_Hero_DarkWillow,item_flask,item_faerie_fire,item_circlet,item_ring_of_protection,item_branches,item_branches,null,null,null
10505,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,null,item_bottle,null,null,null,null
10507,CDOTA_Unit_Hero_DarkWillow,item_flask,item_faerie_fire,item_circlet,item_ring_of_protection,null,item_branches,null,item_branches,null
10513,CDOTA_Unit_Hero_DarkWillow,item_flask,item_faerie_fire,item_circlet,item_ring_of_protection,null,item_branches,null,item_branches,null
10523,CDOTA_Unit_Hero_DarkWillow,item_flask,item_faerie_fire,item_branches,item_ring_of_protection,null,item_branches,null,item_circlet,null
10527,CDOTA_Unit_Hero_DarkWillow,item_flask,item_faerie_fire,item_branches,item_ring_of_protection,item_circlet,item_branches,null,null,null
10535,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_flask,item_enchanted_mango,null,item_ring_of_protection,null,null,null
10537,CDOTA_Unit_Hero_AncientApparition,item_tango,item_branches,null,item_ward_sentry,item_sobi_mask,item_branches,null,null,null
10545,CDOTA_Unit_Hero_AncientApparition,item_tango,item_branches,null,item_ward_sentry,item_sobi_mask,item_branches,null,null,null
10555,CDOTA_Unit_Hero_AncientApparition,item_tango,item_branches,null,item_ward_sentry,item_sobi_mask,item_branches,null,null,null
10751,CDOTA_Unit_Hero_Rattletrap,item_wind_lace,item_tango,item_ring_of_protection,item_enchanted_mango,null,item_flask,null,null,null
10891,CDOTA_Unit_Hero_FacelessVoid,item_wraith_band,item_magic_stick,item_quelling_blade,item_branches,item_branches,item_faerie_fire,null,null,null
10937,CDOTA_Unit_Hero_Puck,item_bottle,item_branches,item_branches,item_tango,item_branches,null,null,null,null
10941,CDOTA_Unit_Hero_Puck,item_bottle,item_branches,item_branches,item_tango,item_branches,null,null,null,null
10953,CDOTA_Unit_Hero_Broodmother,item_ring_of_protection,item_tango,item_branches,item_boots_of_elves,item_quelling_blade,item_branches,null,null,null
10969,CDOTA_Unit_Hero_Mars,null,item_ring_of_protection,item_quelling_blade,item_tango,item_enchanted_mango,item_gauntlets,item_gauntlets,null,null
11005,CDOTA_Unit_Hero_Puck,item_bottle,item_branches,item_branches,item_tango,null,null,null,item_branches,null
11011,CDOTA_Unit_Hero_Puck,item_bottle,item_branches,item_branches,item_tango,null,null,null,item_branches,null
11019,CDOTA_Unit_Hero_Puck,item_bottle,item_branches,item_branches,item_tango,null,null,null,item_branches,null
11027,CDOTA_Unit_Hero_Puck,item_bottle,item_branches,item_branches,item_tango,item_branches,null,null,null,null
11087,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,null,item_bottle,null,null,null,null
11125,CDOTA_Unit_Hero_Broodmother,item_ring_of_protection,null,item_branches,item_boots_of_elves,item_quelling_blade,item_branches,null,null,null
11179,CDOTA_Unit_Hero_Snapfire,item_circlet,item_faerie_fire,item_branches,null,item_bottle,null,null,null,null
11193,CDOTA_Unit_Hero_Enchantress,item_blight_stone,null,item_branches,null,null,item_faerie_fire,null,null,null
11307,CDOTA_Unit_Hero_Puck,item_bottle,null,item_branches,item_tango,item_branches,null,null,null,null
11323,CDOTA_Unit_Hero_Puck,item_bottle,null,item_branches,null,item_branches,null,null,null,null
11333,CDOTA_Unit_Hero_Mars,item_bracer,item_ring_of_protection,item_quelling_blade,item_tango,null,item_gauntlets,item_gauntlets,null,null
11351,CDOTA_Unit_Hero_Luna,null,item_quelling_blade,item_wraith_band,item_branches,null,null,null,null,null
11355,CDOTA_Unit_Hero_Mars,item_bracer,item_ring_of_protection,item_quelling_blade,item_tango,item_gauntlets,item_gauntlets,null,null,null
11369,CDOTA_Unit_Hero_Mars,item_bracer,item_tango,item_quelling_blade,item_ring_of_protection,item_gauntlets,item_gauntlets,null,null,null
11387,CDOTA_Unit_Hero_Mars,item_bracer,item_tango,item_quelling_blade,item_ring_of_protection,item_gauntlets,item_gauntlets,null,null,null
11495,CDOTA_Unit_Hero_Enchantress,item_blight_stone,null,item_branches,null,null,item_faerie_fire,null,null,null
11551,CDOTA_Unit_Hero_DarkWillow,null,item_faerie_fire,item_branches,item_ring_of_protection,item_circlet,item_branches,null,null,null
11581,CDOTA_Unit_Hero_DarkWillow,null,item_faerie_fire,item_branches,item_ring_of_protection,null,item_branches,null,item_circlet,null
11589,CDOTA_Unit_Hero_Enchantress,item_blight_stone,null,item_branches,null,null,item_faerie_fire,null,null,null
11589,CDOTA_Unit_Hero_DarkWillow,null,item_faerie_fire,item_branches,item_ring_of_protection,null,null,null,item_circlet,item_branches
